pegRNA_id,total,extracted,recombined
pegRNA_344,52.0,43.0,9.0
pegRNA_345,6.0,5.0,1.0
pegRNA_346,36.0,17.0,19.0
pegRNA_347,16.0,12.0,4.0
pegRNA_348,12.0,6.0,6.0
pegRNA_349,105.0,78.0,27.0
pegRNA_350,11.0,11.0,0.0
pegRNA_351,130.0,105.0,25.0
pegRNA_352,82.0,69.0,13.0
pegRNA_353,39.0,31.0,8.0
pegRNA_354,13.0,11.0,2.0
pegRNA_355,99.0,75.0,24.0
pegRNA_356,118.0,88.0,30.0
pegRNA_357,84.0,25.0,59.0
pegRNA_358,139.0,79.0,60.0
pegRNA_359,139.0,93.0,46.0
pegRNA_360,84.0,35.0,49.0
pegRNA_361,22.0,8.0,14.0
pegRNA_362,49.0,27.0,22.0
pegRNA_363,149.0,112.0,37.0
pegRNA_364,158.0,115.0,43.0
pegRNA_365,30.0,19.0,11.0
pegRNA_366,22.0,18.0,4.0
pegRNA_367,1.0,1.0,0.0
pegRNA_368,24.0,13.0,11.0
pegRNA_369,0.0,0.0,0.0
pegRNA_370,1.0,0.0,1.0
pegRNA_371,7.0,2.0,5.0
pegRNA_372,0.0,0.0,0.0
pegRNA_373,14.0,0.0,14.0
pegRNA_374,9.0,7.0,2.0
pegRNA_375,62.0,8.0,54.0
pegRNA_376,103.0,79.0,24.0
pegRNA_377,68.0,43.0,25.0
pegRNA_378,57.0,28.0,29.0
pegRNA_379,177.0,108.0,69.0
pegRNA_380,211.0,154.0,57.0
pegRNA_381,67.0,40.0,27.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,69.0,43.0,26.0
pegRNA_384,28.0,9.0,19.0
pegRNA_385,53.0,24.0,29.0
pegRNA_386,188.0,112.0,76.0
pegRNA_387,164.0,120.0,44.0
pegRNA_388,51.0,44.0,7.0
pegRNA_389,36.0,21.0,15.0
pegRNA_390,341.0,270.0,71.0
pegRNA_391,137.0,115.0,22.0
pegRNA_392,63.0,10.0,53.0
pegRNA_393,92.0,11.0,81.0
pegRNA_394,84.0,27.0,57.0
pegRNA_395,17.0,7.0,10.0
pegRNA_396,1387.0,1283.0,104.0
pegRNA_397,4209.0,3891.0,318.0
pegRNA_398,29.0,23.0,6.0
pegRNA_399,109.0,65.0,44.0
pegRNA_400,45.0,16.0,29.0
pegRNA_401,213.0,187.0,26.0
pegRNA_402,73.0,63.0,10.0
pegRNA_403,876.0,764.0,112.0
pegRNA_404,512.0,458.0,54.0
pegRNA_405,109.0,98.0,11.0
pegRNA_406,153.0,122.0,31.0
pegRNA_407,138.0,70.0,68.0
pegRNA_408,139.0,99.0,40.0
pegRNA_409,96.0,64.0,32.0
pegRNA_410,1982.0,1817.0,165.0
pegRNA_411,531.0,417.0,114.0
pegRNA_412,1145.0,1003.0,142.0
pegRNA_413,2088.0,1866.0,222.0
pegRNA_414,1306.0,1185.0,121.0
pegRNA_415,2375.0,2123.0,252.0
pegRNA_416,2660.0,2413.0,247.0
pegRNA_417,2595.0,2417.0,178.0
pegRNA_418,175.0,7.0,168.0
pegRNA_419,404.0,320.0,84.0
pegRNA_420,304.0,179.0,125.0
pegRNA_421,51.0,4.0,47.0
pegRNA_422,73.0,4.0,69.0
pegRNA_423,2839.0,2634.0,205.0
pegRNA_424,284.0,156.0,128.0
pegRNA_425,6549.0,6045.0,504.0
pegRNA_426,5666.0,5274.0,392.0
pegRNA_427,6181.0,5762.0,419.0
pegRNA_428,4139.0,3891.0,248.0
pegRNA_429,3309.0,3041.0,268.0
pegRNA_430,2583.0,2420.0,163.0
pegRNA_431,2213.0,1979.0,234.0
pegRNA_432,2851.0,2697.0,154.0
pegRNA_433,28.0,0.0,28.0
pegRNA_434,491.0,432.0,59.0
pegRNA_435,255.0,222.0,33.0
pegRNA_436,2674.0,2509.0,165.0
pegRNA_437,157.0,80.0,77.0
pegRNA_438,232.0,18.0,214.0
pegRNA_439,1.0,0.0,1.0
pegRNA_440,3048.0,2859.0,189.0
pegRNA_441,3632.0,3326.0,306.0
pegRNA_442,3623.0,3384.0,239.0
pegRNA_443,61.0,5.0,56.0
pegRNA_444,1992.0,1879.0,113.0
pegRNA_445,1959.0,1809.0,150.0
pegRNA_446,7227.0,6791.0,436.0
pegRNA_447,5579.0,5262.0,317.0
pegRNA_448,6994.0,6554.0,440.0
pegRNA_449,6106.0,5696.0,410.0
pegRNA_450,1388.0,1276.0,112.0
pegRNA_451,353.0,303.0,50.0
pegRNA_452,415.0,346.0,69.0
pegRNA_453,3720.0,3344.0,376.0
pegRNA_454,4387.0,4107.0,280.0
pegRNA_455,2740.0,2591.0,149.0
pegRNA_456,1712.0,1606.0,106.0
pegRNA_457,1972.0,1846.0,126.0
pegRNA_458,3162.0,2967.0,195.0
pegRNA_459,1282.0,1112.0,170.0
pegRNA_460,3036.0,2839.0,197.0
pegRNA_461,1042.0,958.0,84.0
pegRNA_462,0.0,0.0,0.0
pegRNA_463,585.0,541.0,44.0
pegRNA_464,1996.0,1865.0,131.0
pegRNA_465,1012.0,915.0,97.0
pegRNA_466,1603.0,1474.0,129.0
pegRNA_467,1422.0,1325.0,97.0
pegRNA_468,686.0,628.0,58.0
pegRNA_469,2392.0,2230.0,162.0
pegRNA_470,1529.0,1398.0,131.0
pegRNA_471,1390.0,1317.0,73.0
pegRNA_472,2493.0,2304.0,189.0
pegRNA_473,1688.0,1557.0,131.0
pegRNA_474,1654.0,1529.0,125.0
pegRNA_475,1470.0,1333.0,137.0
pegRNA_476,1158.0,1085.0,73.0
pegRNA_477,2733.0,2549.0,184.0
pegRNA_478,2039.0,1888.0,151.0
pegRNA_479,2483.0,2340.0,143.0
pegRNA_480,2839.0,2670.0,169.0
pegRNA_481,2650.0,2499.0,151.0
pegRNA_482,3221.0,2956.0,265.0
pegRNA_483,3224.0,3034.0,190.0
pegRNA_484,2079.0,1909.0,170.0
pegRNA_485,1169.0,1087.0,82.0
pegRNA_486,2285.0,2091.0,194.0
pegRNA_487,1620.0,1511.0,109.0
pegRNA_488,3346.0,3147.0,199.0
pegRNA_489,3148.0,2939.0,209.0
pegRNA_490,4041.0,3784.0,257.0
pegRNA_491,2293.0,2121.0,172.0
pegRNA_492,1462.0,1353.0,109.0
pegRNA_493,1944.0,1805.0,139.0
pegRNA_494,2383.0,2195.0,188.0
pegRNA_495,3280.0,3043.0,237.0
pegRNA_496,1825.0,1683.0,142.0
pegRNA_497,1413.0,1309.0,104.0
pegRNA_498,2965.0,2781.0,184.0
pegRNA_499,2608.0,2437.0,171.0
pegRNA_500,1454.0,1366.0,88.0
