pegRNA_id,total,extracted,recombined
pegRNA_132,305.0,252.0,53.0
pegRNA_133,460.0,391.0,69.0
pegRNA_134,161.0,160.0,1.0
pegRNA_135,190.0,163.0,27.0
pegRNA_136,22.0,3.0,19.0
pegRNA_137,16.0,11.0,5.0
pegRNA_138,11.0,9.0,2.0
pegRNA_139,6.0,1.0,5.0
pegRNA_140,17.0,2.0,15.0
pegRNA_141,52.0,47.0,5.0
pegRNA_142,38.0,7.0,31.0
pegRNA_143,157.0,150.0,7.0
pegRNA_144,32.0,32.0,0.0
pegRNA_145,47.0,26.0,21.0
pegRNA_146,1368.0,1290.0,78.0
pegRNA_147,3499.0,3288.0,211.0
pegRNA_148,4.0,4.0,0.0
pegRNA_149,2326.0,2251.0,75.0
pegRNA_150,2894.0,2730.0,164.0
pegRNA_151,6.0,6.0,0.0
pegRNA_152,30.0,2.0,28.0
pegRNA_153,14.0,2.0,12.0
pegRNA_154,87.0,82.0,5.0
pegRNA_155,23.0,17.0,6.0
pegRNA_156,684.0,568.0,116.0
pegRNA_157,953.0,865.0,88.0
pegRNA_158,835.0,748.0,87.0
pegRNA_159,239.0,197.0,42.0
pegRNA_160,5.0,5.0,0.0
pegRNA_161,145.0,43.0,102.0
pegRNA_162,155.0,67.0,88.0
pegRNA_163,139.0,96.0,43.0
pegRNA_164,37.0,15.0,22.0
pegRNA_165,41.0,3.0,38.0
pegRNA_166,271.0,251.0,20.0
pegRNA_167,410.0,344.0,66.0
pegRNA_168,52.0,48.0,4.0
pegRNA_169,29.0,17.0,12.0
pegRNA_170,89.0,89.0,0.0
pegRNA_171,100.0,95.0,5.0
pegRNA_172,275.0,247.0,28.0
pegRNA_173,55.0,47.0,8.0
pegRNA_174,6.0,5.0,1.0
pegRNA_175,330.0,257.0,73.0
pegRNA_176,41.0,19.0,22.0
pegRNA_177,138.0,80.0,58.0
pegRNA_178,0.0,0.0,0.0
pegRNA_179,24.0,15.0,9.0
pegRNA_180,2.0,2.0,0.0
pegRNA_181,40.0,37.0,3.0
pegRNA_182,98.0,64.0,34.0
pegRNA_183,100.0,80.0,20.0
pegRNA_184,97.0,93.0,4.0
pegRNA_185,313.0,228.0,85.0
pegRNA_186,145.0,124.0,21.0
pegRNA_187,190.0,170.0,20.0
pegRNA_188,50.0,25.0,25.0
pegRNA_189,62.0,31.0,31.0
pegRNA_190,103.0,94.0,9.0
pegRNA_191,20.0,14.0,6.0
pegRNA_192,16.0,15.0,1.0
pegRNA_193,70.0,69.0,1.0
pegRNA_194,49.0,49.0,0.0
pegRNA_195,444.0,421.0,23.0
pegRNA_196,27.0,22.0,5.0
pegRNA_197,10.0,6.0,4.0
pegRNA_198,2.0,2.0,0.0
pegRNA_199,21.0,20.0,1.0
pegRNA_200,10.0,1.0,9.0
pegRNA_201,135.0,121.0,14.0
pegRNA_202,72.0,60.0,12.0
pegRNA_203,98.0,85.0,13.0
pegRNA_204,52.0,46.0,6.0
pegRNA_205,79.0,58.0,21.0
pegRNA_206,99.0,91.0,8.0
pegRNA_207,67.0,27.0,40.0
pegRNA_208,58.0,56.0,2.0
pegRNA_209,0.0,0.0,0.0
pegRNA_210,86.0,84.0,2.0
pegRNA_211,66.0,56.0,10.0
pegRNA_212,64.0,40.0,24.0
pegRNA_213,124.0,100.0,24.0
pegRNA_214,710.0,641.0,69.0
pegRNA_215,433.0,392.0,41.0
pegRNA_216,251.0,197.0,54.0
pegRNA_217,398.0,303.0,95.0
pegRNA_218,34.0,2.0,32.0
pegRNA_219,191.0,155.0,36.0
pegRNA_220,118.0,70.0,48.0
pegRNA_221,27.0,9.0,18.0
pegRNA_222,88.0,86.0,2.0
pegRNA_223,85.0,80.0,5.0
pegRNA_224,371.0,353.0,18.0
pegRNA_225,82.0,20.0,62.0
pegRNA_226,55.0,45.0,10.0
pegRNA_227,153.0,143.0,10.0
pegRNA_228,178.0,159.0,19.0
pegRNA_229,495.0,455.0,40.0
pegRNA_230,19.0,18.0,1.0
pegRNA_231,487.0,458.0,29.0
pegRNA_232,9.0,8.0,1.0
pegRNA_233,9.0,9.0,0.0
pegRNA_234,24.0,16.0,8.0
pegRNA_235,138.0,133.0,5.0
pegRNA_236,270.0,166.0,104.0
pegRNA_237,21.0,7.0,14.0
pegRNA_238,255.0,242.0,13.0
pegRNA_239,601.0,543.0,58.0
pegRNA_240,364.0,241.0,123.0
pegRNA_241,52.0,46.0,6.0
pegRNA_242,47.0,38.0,9.0
pegRNA_243,461.0,401.0,60.0
pegRNA_244,213.0,192.0,21.0
pegRNA_245,79.0,29.0,50.0
pegRNA_246,105.0,96.0,9.0
pegRNA_247,301.0,275.0,26.0
pegRNA_248,202.0,175.0,27.0
pegRNA_249,1281.0,1202.0,79.0
pegRNA_250,81.0,72.0,9.0
pegRNA_251,43.0,38.0,5.0
pegRNA_252,113.0,83.0,30.0
pegRNA_253,46.0,41.0,5.0
pegRNA_254,23.0,19.0,4.0
pegRNA_255,1.0,1.0,0.0
pegRNA_256,234.0,169.0,65.0
pegRNA_257,150.0,116.0,34.0
pegRNA_258,57.0,54.0,3.0
pegRNA_259,277.0,258.0,19.0
pegRNA_260,64.0,48.0,16.0
pegRNA_261,292.0,261.0,31.0
pegRNA_262,282.0,266.0,16.0
pegRNA_263,102.0,95.0,7.0
pegRNA_264,66.0,63.0,3.0
pegRNA_265,48.0,47.0,1.0
pegRNA_266,22.0,18.0,4.0
pegRNA_267,51.0,42.0,9.0
pegRNA_268,112.0,77.0,35.0
pegRNA_269,573.0,445.0,128.0
pegRNA_270,569.0,450.0,119.0
pegRNA_271,348.0,276.0,72.0
pegRNA_272,421.0,322.0,99.0
pegRNA_273,272.0,225.0,47.0
pegRNA_274,268.0,261.0,7.0
pegRNA_275,480.0,382.0,98.0
pegRNA_276,176.0,153.0,23.0
pegRNA_277,29.0,25.0,4.0
pegRNA_278,300.0,270.0,30.0
pegRNA_279,19.0,8.0,11.0
pegRNA_280,19.0,9.0,10.0
pegRNA_281,12.0,7.0,5.0
pegRNA_282,4.0,4.0,0.0
pegRNA_283,21.0,21.0,0.0
pegRNA_284,363.0,312.0,51.0
pegRNA_285,146.0,142.0,4.0
pegRNA_286,146.0,136.0,10.0
pegRNA_287,290.0,268.0,22.0
pegRNA_288,320.0,300.0,20.0
pegRNA_289,55.0,53.0,2.0
pegRNA_290,99.0,66.0,33.0
pegRNA_291,152.0,78.0,74.0
pegRNA_292,79.0,60.0,19.0
pegRNA_293,10.0,9.0,1.0
pegRNA_294,39.0,36.0,3.0
pegRNA_295,61.0,53.0,8.0
pegRNA_296,167.0,149.0,18.0
pegRNA_297,168.0,118.0,50.0
pegRNA_298,172.0,131.0,41.0
pegRNA_299,1501.0,1450.0,51.0
pegRNA_300,1882.0,1780.0,102.0
pegRNA_301,1708.0,1631.0,77.0
pegRNA_302,2134.0,2075.0,59.0
pegRNA_303,1647.0,1576.0,71.0
pegRNA_304,2392.0,2342.0,50.0
pegRNA_305,2607.0,2516.0,91.0
pegRNA_306,2452.0,2364.0,88.0
pegRNA_307,2282.0,2214.0,68.0
pegRNA_308,1691.0,1588.0,103.0
pegRNA_309,517.0,506.0,11.0
pegRNA_310,258.0,234.0,24.0
pegRNA_311,309.0,309.0,0.0
pegRNA_312,122.0,122.0,0.0
pegRNA_313,81.0,62.0,19.0
pegRNA_314,27.0,9.0,18.0
pegRNA_315,54.0,21.0,33.0
pegRNA_316,676.0,631.0,45.0
pegRNA_317,91.0,82.0,9.0
pegRNA_318,218.0,196.0,22.0
pegRNA_319,686.0,647.0,39.0
pegRNA_320,75.0,69.0,6.0
pegRNA_321,41.0,32.0,9.0
pegRNA_322,148.0,125.0,23.0
pegRNA_323,96.0,82.0,14.0
pegRNA_324,742.0,596.0,146.0
pegRNA_325,1.0,1.0,0.0
pegRNA_326,417.0,367.0,50.0
pegRNA_327,110.0,89.0,21.0
pegRNA_328,243.0,220.0,23.0
pegRNA_329,101.0,67.0,34.0
pegRNA_330,78.0,63.0,15.0
pegRNA_331,104.0,97.0,7.0
pegRNA_332,217.0,151.0,66.0
pegRNA_333,9.0,1.0,8.0
pegRNA_334,81.0,14.0,67.0
pegRNA_335,413.0,300.0,113.0
pegRNA_336,114.0,105.0,9.0
pegRNA_337,174.0,148.0,26.0
pegRNA_338,92.0,81.0,11.0
pegRNA_339,29.0,22.0,7.0
pegRNA_340,126.0,98.0,28.0
pegRNA_341,251.0,244.0,7.0
pegRNA_342,52.0,29.0,23.0
pegRNA_343,93.0,91.0,2.0
pegRNA_344,84.0,63.0,21.0
pegRNA_345,3.0,3.0,0.0
pegRNA_346,47.0,36.0,11.0
pegRNA_347,25.0,21.0,4.0
pegRNA_348,40.0,35.0,5.0
pegRNA_349,185.0,152.0,33.0
pegRNA_350,10.0,10.0,0.0
pegRNA_351,219.0,187.0,32.0
pegRNA_352,58.0,49.0,9.0
pegRNA_353,78.0,62.0,16.0
pegRNA_354,16.0,9.0,7.0
pegRNA_355,123.0,112.0,11.0
pegRNA_356,156.0,128.0,28.0
pegRNA_357,56.0,36.0,20.0
pegRNA_358,139.0,107.0,32.0
pegRNA_359,181.0,171.0,10.0
pegRNA_360,145.0,110.0,35.0
pegRNA_361,38.0,32.0,6.0
pegRNA_362,17.0,9.0,8.0
pegRNA_363,209.0,173.0,36.0
pegRNA_364,158.0,119.0,39.0
pegRNA_365,34.0,22.0,12.0
pegRNA_366,27.0,26.0,1.0
pegRNA_367,3.0,3.0,0.0
pegRNA_368,15.0,11.0,4.0
pegRNA_369,1.0,1.0,0.0
pegRNA_370,3.0,2.0,1.0
pegRNA_371,8.0,7.0,1.0
pegRNA_372,0.0,0.0,0.0
pegRNA_373,22.0,2.0,20.0
pegRNA_374,1.0,0.0,1.0
pegRNA_375,42.0,17.0,25.0
pegRNA_376,149.0,131.0,18.0
pegRNA_377,95.0,57.0,38.0
pegRNA_378,64.0,48.0,16.0
pegRNA_379,159.0,118.0,41.0
pegRNA_380,226.0,178.0,48.0
pegRNA_381,87.0,37.0,50.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,109.0,85.0,24.0
pegRNA_384,45.0,18.0,27.0
pegRNA_385,59.0,41.0,18.0
pegRNA_386,162.0,90.0,72.0
pegRNA_387,185.0,133.0,52.0
pegRNA_388,61.0,54.0,7.0
pegRNA_389,71.0,48.0,23.0
pegRNA_390,350.0,329.0,21.0
pegRNA_391,159.0,149.0,10.0
pegRNA_392,59.0,13.0,46.0
pegRNA_393,110.0,40.0,70.0
pegRNA_394,106.0,48.0,58.0
pegRNA_395,21.0,16.0,5.0
pegRNA_396,1482.0,1425.0,57.0
pegRNA_397,3284.0,3092.0,192.0
pegRNA_398,28.0,26.0,2.0
pegRNA_399,100.0,83.0,17.0
pegRNA_400,39.0,24.0,15.0
pegRNA_401,228.0,209.0,19.0
pegRNA_402,100.0,97.0,3.0
pegRNA_403,917.0,830.0,87.0
pegRNA_404,410.0,395.0,15.0
pegRNA_405,132.0,126.0,6.0
pegRNA_406,238.0,208.0,30.0
pegRNA_407,144.0,109.0,35.0
pegRNA_408,160.0,135.0,25.0
pegRNA_409,161.0,135.0,26.0
pegRNA_410,2275.0,2152.0,123.0
pegRNA_411,575.0,532.0,43.0
pegRNA_412,1299.0,1161.0,138.0
pegRNA_413,1868.0,1775.0,93.0
pegRNA_414,1231.0,1182.0,49.0
pegRNA_415,3214.0,3089.0,125.0
pegRNA_416,2901.0,2815.0,86.0
pegRNA_417,3398.0,3281.0,117.0
pegRNA_418,83.0,6.0,77.0
pegRNA_419,2672.0,2534.0,138.0
pegRNA_420,264.0,201.0,63.0
pegRNA_421,57.0,5.0,52.0
pegRNA_422,24.0,0.0,24.0
pegRNA_423,3349.0,3272.0,77.0
pegRNA_424,2315.0,2212.0,103.0
pegRNA_425,7123.0,6859.0,264.0
pegRNA_426,6582.0,6233.0,349.0
pegRNA_427,7331.0,6986.0,345.0
pegRNA_428,4690.0,4568.0,122.0
pegRNA_429,5329.0,5142.0,187.0
pegRNA_430,3906.0,3800.0,106.0
pegRNA_431,2664.0,2517.0,147.0
pegRNA_432,3266.0,3165.0,101.0
pegRNA_433,18.0,1.0,17.0
pegRNA_434,711.0,660.0,51.0
pegRNA_435,832.0,770.0,62.0
pegRNA_436,2652.0,2531.0,121.0
pegRNA_437,181.0,95.0,86.0
pegRNA_438,117.0,0.0,117.0
pegRNA_439,0.0,0.0,0.0
pegRNA_440,3906.0,3801.0,105.0
pegRNA_441,3932.0,3781.0,151.0
pegRNA_442,3815.0,3628.0,187.0
pegRNA_443,115.0,8.0,107.0
pegRNA_444,2368.0,2306.0,62.0
pegRNA_445,2460.0,2363.0,97.0
pegRNA_446,6791.0,6502.0,289.0
pegRNA_447,5635.0,5521.0,114.0
pegRNA_448,6460.0,6170.0,290.0
pegRNA_449,6072.0,5832.0,240.0
pegRNA_450,1690.0,1607.0,83.0
pegRNA_451,660.0,637.0,23.0
pegRNA_452,744.0,611.0,133.0
pegRNA_453,5208.0,5020.0,188.0
pegRNA_454,4536.0,4400.0,136.0
pegRNA_455,2680.0,2612.0,68.0
pegRNA_456,2563.0,2443.0,120.0
pegRNA_457,1913.0,1777.0,136.0
pegRNA_458,2699.0,2619.0,80.0
pegRNA_459,1080.0,971.0,109.0
pegRNA_460,1966.0,1837.0,129.0
pegRNA_461,1289.0,1239.0,50.0
pegRNA_462,0.0,0.0,0.0
pegRNA_463,534.0,490.0,44.0
pegRNA_464,2180.0,2139.0,41.0
pegRNA_465,901.0,869.0,32.0
pegRNA_466,1277.0,1190.0,87.0
pegRNA_467,1156.0,1123.0,33.0
pegRNA_468,533.0,478.0,55.0
pegRNA_469,1799.0,1719.0,80.0
pegRNA_470,1416.0,1370.0,46.0
pegRNA_471,1200.0,1152.0,48.0
pegRNA_472,2174.0,2034.0,140.0
pegRNA_473,1553.0,1442.0,111.0
pegRNA_474,1540.0,1414.0,126.0
pegRNA_475,1121.0,1046.0,75.0
pegRNA_476,743.0,702.0,41.0
pegRNA_477,2703.0,2556.0,147.0
pegRNA_478,1592.0,1490.0,102.0
pegRNA_479,2119.0,2049.0,70.0
pegRNA_480,2043.0,1944.0,99.0
pegRNA_481,2233.0,2140.0,93.0
pegRNA_482,2432.0,2261.0,171.0
pegRNA_483,2287.0,2237.0,50.0
pegRNA_484,1751.0,1648.0,103.0
pegRNA_485,910.0,883.0,27.0
pegRNA_486,2016.0,1908.0,108.0
pegRNA_487,1300.0,1215.0,85.0
pegRNA_488,3022.0,2879.0,143.0
pegRNA_489,2553.0,2476.0,77.0
pegRNA_490,3119.0,2981.0,138.0
pegRNA_491,1590.0,1497.0,93.0
pegRNA_492,1521.0,1427.0,94.0
pegRNA_493,1287.0,1241.0,46.0
pegRNA_494,1618.0,1513.0,105.0
pegRNA_495,2313.0,2246.0,67.0
pegRNA_496,1562.0,1484.0,78.0
pegRNA_497,1697.0,1594.0,103.0
pegRNA_498,2803.0,2692.0,111.0
pegRNA_499,2032.0,1943.0,89.0
pegRNA_500,1102.0,1041.0,61.0
