pegRNA_id,total,extracted,recombined
pegRNA_83,14.0,12.0,2.0
pegRNA_84,106.0,51.0,55.0
pegRNA_85,110.0,99.0,11.0
pegRNA_86,90.0,66.0,24.0
pegRNA_87,75.0,60.0,15.0
pegRNA_88,305.0,264.0,41.0
pegRNA_89,17.0,13.0,4.0
pegRNA_90,49.0,43.0,6.0
pegRNA_91,619.0,579.0,40.0
pegRNA_92,171.0,132.0,39.0
pegRNA_93,132.0,93.0,39.0
pegRNA_94,50.0,40.0,10.0
pegRNA_95,13.0,3.0,10.0
pegRNA_96,66.0,33.0,33.0
pegRNA_97,36.0,9.0,27.0
pegRNA_98,13.0,1.0,12.0
pegRNA_99,175.0,125.0,50.0
pegRNA_100,37.0,9.0,28.0
pegRNA_101,162.0,152.0,10.0
pegRNA_102,98.0,63.0,35.0
pegRNA_103,152.0,136.0,16.0
pegRNA_104,77.0,66.0,11.0
pegRNA_105,72.0,65.0,7.0
pegRNA_106,44.0,37.0,7.0
pegRNA_107,93.0,80.0,13.0
pegRNA_108,5.0,5.0,0.0
pegRNA_109,125.0,106.0,19.0
pegRNA_110,37.0,31.0,6.0
pegRNA_111,64.0,56.0,8.0
pegRNA_112,83.0,81.0,2.0
pegRNA_113,166.0,155.0,11.0
pegRNA_114,529.0,448.0,81.0
pegRNA_115,3.0,1.0,2.0
pegRNA_116,85.0,68.0,17.0
pegRNA_117,18.0,17.0,1.0
pegRNA_118,10.0,10.0,0.0
pegRNA_119,51.0,37.0,14.0
pegRNA_120,105.0,98.0,7.0
pegRNA_121,45.0,32.0,13.0
pegRNA_122,1022.0,942.0,80.0
pegRNA_123,110.0,79.0,31.0
pegRNA_124,1135.0,1038.0,97.0
pegRNA_125,363.0,309.0,54.0
pegRNA_126,334.0,312.0,22.0
pegRNA_127,162.0,138.0,24.0
pegRNA_128,65.0,29.0,36.0
pegRNA_129,73.0,60.0,13.0
pegRNA_130,12.0,11.0,1.0
pegRNA_131,272.0,255.0,17.0
pegRNA_132,289.0,250.0,39.0
pegRNA_133,391.0,336.0,55.0
pegRNA_134,153.0,140.0,13.0
pegRNA_135,147.0,117.0,30.0
pegRNA_136,41.0,1.0,40.0
pegRNA_137,9.0,6.0,3.0
pegRNA_138,13.0,9.0,4.0
pegRNA_139,15.0,1.0,14.0
pegRNA_140,16.0,3.0,13.0
pegRNA_141,27.0,25.0,2.0
pegRNA_142,11.0,4.0,7.0
pegRNA_143,172.0,136.0,36.0
pegRNA_144,9.0,8.0,1.0
pegRNA_145,28.0,23.0,5.0
pegRNA_146,1107.0,1025.0,82.0
pegRNA_147,3659.0,3447.0,212.0
pegRNA_148,5.0,4.0,1.0
pegRNA_149,2313.0,2146.0,167.0
pegRNA_150,3245.0,3023.0,222.0
pegRNA_151,1.0,1.0,0.0
pegRNA_152,53.0,6.0,47.0
pegRNA_153,18.0,1.0,17.0
pegRNA_154,54.0,48.0,6.0
pegRNA_155,9.0,4.0,5.0
pegRNA_156,795.0,657.0,138.0
pegRNA_157,972.0,855.0,117.0
pegRNA_158,938.0,778.0,160.0
pegRNA_159,262.0,201.0,61.0
pegRNA_160,5.0,4.0,1.0
pegRNA_161,52.0,19.0,33.0
pegRNA_162,88.0,35.0,53.0
pegRNA_163,61.0,29.0,32.0
pegRNA_164,25.0,3.0,22.0
pegRNA_165,18.0,4.0,14.0
pegRNA_166,282.0,267.0,15.0
pegRNA_167,181.0,158.0,23.0
pegRNA_168,38.0,35.0,3.0
pegRNA_169,47.0,10.0,37.0
pegRNA_170,60.0,43.0,17.0
pegRNA_171,71.0,66.0,5.0
pegRNA_172,214.0,184.0,30.0
pegRNA_173,49.0,47.0,2.0
pegRNA_174,2.0,2.0,0.0
pegRNA_175,385.0,304.0,81.0
pegRNA_176,27.0,16.0,11.0
pegRNA_177,52.0,40.0,12.0
pegRNA_178,3.0,0.0,3.0
pegRNA_179,19.0,17.0,2.0
pegRNA_180,20.0,2.0,18.0
pegRNA_181,39.0,32.0,7.0
pegRNA_182,118.0,89.0,29.0
pegRNA_183,64.0,60.0,4.0
pegRNA_184,46.0,43.0,3.0
pegRNA_185,371.0,268.0,103.0
pegRNA_186,82.0,66.0,16.0
pegRNA_187,128.0,110.0,18.0
pegRNA_188,54.0,20.0,34.0
pegRNA_189,41.0,20.0,21.0
pegRNA_190,104.0,97.0,7.0
pegRNA_191,8.0,7.0,1.0
pegRNA_192,28.0,19.0,9.0
pegRNA_193,42.0,36.0,6.0
pegRNA_194,28.0,16.0,12.0
pegRNA_195,280.0,232.0,48.0
pegRNA_196,23.0,19.0,4.0
pegRNA_197,18.0,1.0,17.0
pegRNA_198,8.0,4.0,4.0
pegRNA_199,18.0,7.0,11.0
pegRNA_200,9.0,1.0,8.0
pegRNA_201,95.0,91.0,4.0
pegRNA_202,46.0,41.0,5.0
pegRNA_203,108.0,84.0,24.0
pegRNA_204,36.0,32.0,4.0
pegRNA_205,129.0,92.0,37.0
pegRNA_206,81.0,66.0,15.0
pegRNA_207,60.0,26.0,34.0
pegRNA_208,35.0,33.0,2.0
pegRNA_209,0.0,0.0,0.0
pegRNA_210,72.0,69.0,3.0
pegRNA_211,56.0,46.0,10.0
pegRNA_212,36.0,30.0,6.0
pegRNA_213,99.0,78.0,21.0
pegRNA_214,964.0,869.0,95.0
pegRNA_215,397.0,351.0,46.0
pegRNA_216,206.0,166.0,40.0
pegRNA_217,265.0,204.0,61.0
pegRNA_218,42.0,7.0,35.0
pegRNA_219,138.0,120.0,18.0
pegRNA_220,74.0,56.0,18.0
pegRNA_221,41.0,9.0,32.0
pegRNA_222,66.0,65.0,1.0
pegRNA_223,63.0,53.0,10.0
pegRNA_224,217.0,201.0,16.0
pegRNA_225,33.0,7.0,26.0
pegRNA_226,45.0,39.0,6.0
pegRNA_227,157.0,133.0,24.0
pegRNA_228,148.0,136.0,12.0
pegRNA_229,536.0,407.0,129.0
pegRNA_230,29.0,7.0,22.0
pegRNA_231,467.0,406.0,61.0
pegRNA_232,18.0,2.0,16.0
pegRNA_233,4.0,4.0,0.0
pegRNA_234,10.0,5.0,5.0
pegRNA_235,102.0,94.0,8.0
pegRNA_236,209.0,144.0,65.0
pegRNA_237,20.0,6.0,14.0
pegRNA_238,201.0,160.0,41.0
pegRNA_239,668.0,585.0,83.0
pegRNA_240,285.0,205.0,80.0
pegRNA_241,39.0,35.0,4.0
pegRNA_242,40.0,32.0,8.0
pegRNA_243,424.0,384.0,40.0
pegRNA_244,169.0,138.0,31.0
pegRNA_245,42.0,8.0,34.0
pegRNA_246,73.0,69.0,4.0
pegRNA_247,220.0,204.0,16.0
pegRNA_248,177.0,160.0,17.0
pegRNA_249,1450.0,1352.0,98.0
pegRNA_250,103.0,90.0,13.0
pegRNA_251,39.0,36.0,3.0
pegRNA_252,78.0,57.0,21.0
pegRNA_253,38.0,33.0,5.0
pegRNA_254,30.0,19.0,11.0
pegRNA_255,1.0,1.0,0.0
pegRNA_256,134.0,88.0,46.0
pegRNA_257,64.0,46.0,18.0
pegRNA_258,56.0,38.0,18.0
pegRNA_259,172.0,161.0,11.0
pegRNA_260,37.0,31.0,6.0
pegRNA_261,219.0,194.0,25.0
pegRNA_262,241.0,223.0,18.0
pegRNA_263,98.0,90.0,8.0
pegRNA_264,81.0,47.0,34.0
pegRNA_265,48.0,40.0,8.0
pegRNA_266,22.0,16.0,6.0
pegRNA_267,32.0,20.0,12.0
pegRNA_268,106.0,72.0,34.0
pegRNA_269,307.0,167.0,140.0
pegRNA_270,420.0,272.0,148.0
pegRNA_271,236.0,143.0,93.0
pegRNA_272,327.0,233.0,94.0
pegRNA_273,128.0,70.0,58.0
pegRNA_274,206.0,179.0,27.0
pegRNA_275,389.0,339.0,50.0
pegRNA_276,154.0,139.0,15.0
pegRNA_277,21.0,17.0,4.0
pegRNA_278,213.0,192.0,21.0
pegRNA_279,5.0,1.0,4.0
pegRNA_280,10.0,2.0,8.0
pegRNA_281,12.0,8.0,4.0
pegRNA_282,0.0,0.0,0.0
pegRNA_283,8.0,7.0,1.0
pegRNA_284,186.0,157.0,29.0
pegRNA_285,61.0,57.0,4.0
pegRNA_286,62.0,60.0,2.0
pegRNA_287,192.0,163.0,29.0
pegRNA_288,168.0,135.0,33.0
pegRNA_289,46.0,43.0,3.0
pegRNA_290,68.0,39.0,29.0
pegRNA_291,94.0,52.0,42.0
pegRNA_292,70.0,38.0,32.0
pegRNA_293,9.0,7.0,2.0
pegRNA_294,28.0,25.0,3.0
pegRNA_295,57.0,54.0,3.0
pegRNA_296,120.0,100.0,20.0
pegRNA_297,72.0,48.0,24.0
pegRNA_298,101.0,75.0,26.0
pegRNA_299,697.0,632.0,65.0
pegRNA_300,1240.0,1195.0,45.0
pegRNA_301,1050.0,998.0,52.0
pegRNA_302,1357.0,1297.0,60.0
pegRNA_303,1038.0,976.0,62.0
pegRNA_304,1665.0,1591.0,74.0
pegRNA_305,1928.0,1852.0,76.0
pegRNA_306,1569.0,1493.0,76.0
pegRNA_307,1823.0,1743.0,80.0
pegRNA_308,1173.0,1094.0,79.0
pegRNA_309,413.0,393.0,20.0
pegRNA_310,202.0,194.0,8.0
pegRNA_311,304.0,293.0,11.0
pegRNA_312,102.0,96.0,6.0
pegRNA_313,51.0,48.0,3.0
pegRNA_314,53.0,18.0,35.0
pegRNA_315,47.0,4.0,43.0
pegRNA_316,714.0,654.0,60.0
pegRNA_317,89.0,71.0,18.0
pegRNA_318,163.0,132.0,31.0
pegRNA_319,834.0,761.0,73.0
pegRNA_320,83.0,65.0,18.0
pegRNA_321,36.0,32.0,4.0
pegRNA_322,178.0,125.0,53.0
pegRNA_323,95.0,78.0,17.0
pegRNA_324,611.0,484.0,127.0
pegRNA_325,5.0,4.0,1.0
pegRNA_326,378.0,326.0,52.0
pegRNA_327,58.0,53.0,5.0
pegRNA_328,182.0,162.0,20.0
pegRNA_329,70.0,45.0,25.0
pegRNA_330,118.0,72.0,46.0
pegRNA_331,65.0,58.0,7.0
pegRNA_332,113.0,61.0,52.0
pegRNA_333,9.0,3.0,6.0
pegRNA_334,81.0,18.0,63.0
pegRNA_335,268.0,219.0,49.0
pegRNA_336,101.0,90.0,11.0
pegRNA_337,168.0,124.0,44.0
pegRNA_338,69.0,62.0,7.0
pegRNA_339,33.0,18.0,15.0
pegRNA_340,106.0,87.0,19.0
pegRNA_341,157.0,137.0,20.0
pegRNA_342,57.0,25.0,32.0
pegRNA_343,79.0,66.0,13.0
pegRNA_344,49.0,46.0,3.0
pegRNA_345,5.0,4.0,1.0
pegRNA_346,52.0,31.0,21.0
pegRNA_347,11.0,8.0,3.0
pegRNA_348,27.0,13.0,14.0
pegRNA_349,123.0,111.0,12.0
pegRNA_350,6.0,5.0,1.0
pegRNA_351,156.0,109.0,47.0
pegRNA_352,50.0,45.0,5.0
pegRNA_353,47.0,39.0,8.0
pegRNA_354,13.0,13.0,0.0
pegRNA_355,91.0,78.0,13.0
pegRNA_356,109.0,69.0,40.0
pegRNA_357,48.0,12.0,36.0
pegRNA_358,102.0,55.0,47.0
pegRNA_359,146.0,90.0,56.0
pegRNA_360,87.0,68.0,19.0
pegRNA_361,51.0,19.0,32.0
pegRNA_362,35.0,24.0,11.0
pegRNA_363,115.0,79.0,36.0
pegRNA_364,110.0,79.0,31.0
pegRNA_365,32.0,11.0,21.0
pegRNA_366,27.0,21.0,6.0
pegRNA_367,3.0,2.0,1.0
pegRNA_368,17.0,15.0,2.0
pegRNA_369,1.0,1.0,0.0
pegRNA_370,4.0,4.0,0.0
pegRNA_371,19.0,0.0,19.0
pegRNA_372,5.0,3.0,2.0
pegRNA_373,13.0,1.0,12.0
pegRNA_374,7.0,4.0,3.0
pegRNA_375,63.0,14.0,49.0
pegRNA_376,141.0,108.0,33.0
pegRNA_377,79.0,58.0,21.0
pegRNA_378,55.0,35.0,20.0
pegRNA_379,115.0,87.0,28.0
pegRNA_380,161.0,120.0,41.0
pegRNA_381,65.0,44.0,21.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,85.0,53.0,32.0
pegRNA_384,34.0,11.0,23.0
pegRNA_385,50.0,32.0,18.0
pegRNA_386,157.0,106.0,51.0
pegRNA_387,122.0,92.0,30.0
pegRNA_388,40.0,35.0,5.0
pegRNA_389,51.0,33.0,18.0
pegRNA_390,353.0,312.0,41.0
pegRNA_391,142.0,121.0,21.0
pegRNA_392,64.0,10.0,54.0
pegRNA_393,91.0,24.0,67.0
pegRNA_394,66.0,14.0,52.0
pegRNA_395,20.0,2.0,18.0
pegRNA_396,1233.0,1152.0,81.0
pegRNA_397,3836.0,3629.0,207.0
pegRNA_398,22.0,16.0,6.0
pegRNA_399,88.0,67.0,21.0
pegRNA_400,31.0,18.0,13.0
pegRNA_401,194.0,157.0,37.0
pegRNA_402,58.0,50.0,8.0
pegRNA_403,750.0,678.0,72.0
pegRNA_404,502.0,458.0,44.0
pegRNA_405,111.0,101.0,10.0
pegRNA_406,175.0,146.0,29.0
pegRNA_407,138.0,88.0,50.0
pegRNA_408,139.0,109.0,30.0
pegRNA_409,149.0,114.0,35.0
pegRNA_410,1811.0,1685.0,126.0
pegRNA_411,463.0,365.0,98.0
pegRNA_412,988.0,898.0,90.0
pegRNA_413,1872.0,1744.0,128.0
pegRNA_414,1190.0,1083.0,107.0
pegRNA_415,1984.0,1821.0,163.0
pegRNA_416,2420.0,2274.0,146.0
pegRNA_417,2031.0,1935.0,96.0
pegRNA_418,116.0,4.0,112.0
pegRNA_419,380.0,343.0,37.0
pegRNA_420,260.0,150.0,110.0
pegRNA_421,50.0,0.0,50.0
pegRNA_422,55.0,2.0,53.0
pegRNA_423,2366.0,2230.0,136.0
pegRNA_424,201.0,115.0,86.0
pegRNA_425,5471.0,5223.0,248.0
pegRNA_426,4665.0,4395.0,270.0
pegRNA_427,4794.0,4509.0,285.0
pegRNA_428,4027.0,3889.0,138.0
pegRNA_429,2988.0,2831.0,157.0
pegRNA_430,1946.0,1840.0,106.0
pegRNA_431,1938.0,1789.0,149.0
pegRNA_432,2410.0,2267.0,143.0
pegRNA_433,16.0,0.0,16.0
pegRNA_434,383.0,338.0,45.0
pegRNA_435,216.0,190.0,26.0
pegRNA_436,2197.0,2072.0,125.0
pegRNA_437,130.0,82.0,48.0
pegRNA_438,188.0,9.0,179.0
pegRNA_439,0.0,0.0,0.0
pegRNA_440,2811.0,2652.0,159.0
pegRNA_441,2964.0,2749.0,215.0
pegRNA_442,3425.0,3216.0,209.0
pegRNA_443,46.0,6.0,40.0
pegRNA_444,1850.0,1770.0,80.0
pegRNA_445,1935.0,1846.0,89.0
pegRNA_446,6535.0,6199.0,336.0
pegRNA_447,4495.0,4250.0,245.0
pegRNA_448,5813.0,5539.0,274.0
pegRNA_449,5171.0,4898.0,273.0
pegRNA_450,1269.0,1169.0,100.0
pegRNA_451,268.0,219.0,49.0
pegRNA_452,338.0,299.0,39.0
pegRNA_453,2800.0,2570.0,230.0
pegRNA_454,4180.0,3955.0,225.0
pegRNA_455,2470.0,2357.0,113.0
pegRNA_456,1668.0,1551.0,117.0
pegRNA_457,1847.0,1758.0,89.0
pegRNA_458,2804.0,2664.0,140.0
pegRNA_459,1075.0,965.0,110.0
pegRNA_460,2656.0,2526.0,130.0
pegRNA_461,931.0,863.0,68.0
pegRNA_462,1.0,0.0,1.0
pegRNA_463,484.0,438.0,46.0
pegRNA_464,2288.0,2194.0,94.0
pegRNA_465,878.0,827.0,51.0
pegRNA_466,1328.0,1210.0,118.0
pegRNA_467,1542.0,1431.0,111.0
pegRNA_468,643.0,599.0,44.0
pegRNA_469,2268.0,2184.0,84.0
pegRNA_470,1177.0,1095.0,82.0
pegRNA_471,1439.0,1378.0,61.0
pegRNA_472,2357.0,2221.0,136.0
pegRNA_473,1637.0,1507.0,130.0
pegRNA_474,1388.0,1296.0,92.0
pegRNA_475,1371.0,1266.0,105.0
pegRNA_476,1004.0,942.0,62.0
pegRNA_477,2654.0,2523.0,131.0
pegRNA_478,1936.0,1805.0,131.0
pegRNA_479,2397.0,2277.0,120.0
pegRNA_480,2674.0,2573.0,101.0
pegRNA_481,2489.0,2339.0,150.0
pegRNA_482,2955.0,2793.0,162.0
pegRNA_483,2870.0,2718.0,152.0
pegRNA_484,1837.0,1731.0,106.0
pegRNA_485,1074.0,1000.0,74.0
pegRNA_486,1862.0,1690.0,172.0
pegRNA_487,1627.0,1525.0,102.0
pegRNA_488,3090.0,2882.0,208.0
pegRNA_489,2800.0,2680.0,120.0
pegRNA_490,3669.0,3497.0,172.0
pegRNA_491,1992.0,1856.0,136.0
pegRNA_492,1346.0,1259.0,87.0
pegRNA_493,1665.0,1566.0,99.0
pegRNA_494,1891.0,1795.0,96.0
pegRNA_495,2813.0,2661.0,152.0
pegRNA_496,1620.0,1486.0,134.0
pegRNA_497,1297.0,1182.0,115.0
pegRNA_498,2755.0,2601.0,154.0
pegRNA_499,2310.0,2170.0,140.0
pegRNA_500,1364.0,1287.0,77.0
