pegRNA_id,total,extracted,recombined
pegRNA_105,116.0,104.0,12.0
pegRNA_106,56.0,49.0,7.0
pegRNA_107,123.0,113.0,10.0
pegRNA_108,14.0,12.0,2.0
pegRNA_109,114.0,91.0,23.0
pegRNA_110,23.0,22.0,1.0
pegRNA_111,76.0,58.0,18.0
pegRNA_112,111.0,105.0,6.0
pegRNA_113,183.0,174.0,9.0
pegRNA_114,425.0,385.0,40.0
pegRNA_115,3.0,3.0,0.0
pegRNA_116,59.0,53.0,6.0
pegRNA_117,29.0,28.0,1.0
pegRNA_118,29.0,29.0,0.0
pegRNA_119,64.0,47.0,17.0
pegRNA_120,161.0,149.0,12.0
pegRNA_121,55.0,51.0,4.0
pegRNA_122,651.0,602.0,49.0
pegRNA_123,109.0,105.0,4.0
pegRNA_124,718.0,673.0,45.0
pegRNA_125,399.0,352.0,47.0
pegRNA_126,465.0,428.0,37.0
pegRNA_127,207.0,187.0,20.0
pegRNA_128,67.0,49.0,18.0
pegRNA_129,117.0,89.0,28.0
pegRNA_130,18.0,16.0,2.0
pegRNA_131,240.0,215.0,25.0
pegRNA_132,225.0,181.0,44.0
pegRNA_133,267.0,220.0,47.0
pegRNA_134,167.0,149.0,18.0
pegRNA_135,90.0,77.0,13.0
pegRNA_136,57.0,2.0,55.0
pegRNA_137,7.0,6.0,1.0
pegRNA_138,15.0,12.0,3.0
pegRNA_139,2.0,1.0,1.0
pegRNA_140,10.0,2.0,8.0
pegRNA_141,33.0,33.0,0.0
pegRNA_142,12.0,8.0,4.0
pegRNA_143,116.0,99.0,17.0
pegRNA_144,22.0,19.0,3.0
pegRNA_145,18.0,14.0,4.0
pegRNA_146,1109.0,1063.0,46.0
pegRNA_147,2824.0,2699.0,125.0
pegRNA_148,12.0,12.0,0.0
pegRNA_149,1990.0,1809.0,181.0
pegRNA_150,2533.0,2388.0,145.0
pegRNA_151,4.0,4.0,0.0
pegRNA_152,66.0,25.0,41.0
pegRNA_153,45.0,0.0,45.0
pegRNA_154,66.0,66.0,0.0
pegRNA_155,11.0,6.0,5.0
pegRNA_156,683.0,576.0,107.0
pegRNA_157,789.0,682.0,107.0
pegRNA_158,717.0,612.0,105.0
pegRNA_159,207.0,181.0,26.0
pegRNA_160,6.0,5.0,1.0
pegRNA_161,50.0,23.0,27.0
pegRNA_162,161.0,67.0,94.0
pegRNA_163,119.0,92.0,27.0
pegRNA_164,28.0,11.0,17.0
pegRNA_165,54.0,11.0,43.0
pegRNA_166,244.0,222.0,22.0
pegRNA_167,241.0,177.0,64.0
pegRNA_168,51.0,50.0,1.0
pegRNA_169,29.0,19.0,10.0
pegRNA_170,94.0,80.0,14.0
pegRNA_171,108.0,104.0,4.0
pegRNA_172,247.0,203.0,44.0
pegRNA_173,58.0,50.0,8.0
pegRNA_174,13.0,9.0,4.0
pegRNA_175,337.0,236.0,101.0
pegRNA_176,16.0,12.0,4.0
pegRNA_177,59.0,48.0,11.0
pegRNA_178,1.0,0.0,1.0
pegRNA_179,17.0,17.0,0.0
pegRNA_180,5.0,1.0,4.0
pegRNA_181,50.0,38.0,12.0
pegRNA_182,80.0,73.0,7.0
pegRNA_183,78.0,69.0,9.0
pegRNA_184,74.0,72.0,2.0
pegRNA_185,282.0,228.0,54.0
pegRNA_186,90.0,70.0,20.0
pegRNA_187,147.0,127.0,20.0
pegRNA_188,55.0,20.0,35.0
pegRNA_189,43.0,28.0,15.0
pegRNA_190,101.0,94.0,7.0
pegRNA_191,20.0,16.0,4.0
pegRNA_192,25.0,24.0,1.0
pegRNA_193,47.0,47.0,0.0
pegRNA_194,37.0,34.0,3.0
pegRNA_195,379.0,358.0,21.0
pegRNA_196,15.0,14.0,1.0
pegRNA_197,23.0,4.0,19.0
pegRNA_198,7.0,2.0,5.0
pegRNA_199,14.0,10.0,4.0
pegRNA_200,7.0,1.0,6.0
pegRNA_201,120.0,108.0,12.0
pegRNA_202,72.0,59.0,13.0
pegRNA_203,135.0,94.0,41.0
pegRNA_204,43.0,31.0,12.0
pegRNA_205,77.0,67.0,10.0
pegRNA_206,102.0,77.0,25.0
pegRNA_207,45.0,33.0,12.0
pegRNA_208,60.0,50.0,10.0
pegRNA_209,0.0,0.0,0.0
pegRNA_210,80.0,73.0,7.0
pegRNA_211,63.0,55.0,8.0
pegRNA_212,36.0,26.0,10.0
pegRNA_213,125.0,99.0,26.0
pegRNA_214,627.0,583.0,44.0
pegRNA_215,408.0,359.0,49.0
pegRNA_216,199.0,163.0,36.0
pegRNA_217,225.0,184.0,41.0
pegRNA_218,23.0,6.0,17.0
pegRNA_219,160.0,141.0,19.0
pegRNA_220,58.0,48.0,10.0
pegRNA_221,65.0,16.0,49.0
pegRNA_222,80.0,77.0,3.0
pegRNA_223,61.0,43.0,18.0
pegRNA_224,349.0,321.0,28.0
pegRNA_225,50.0,18.0,32.0
pegRNA_226,65.0,51.0,14.0
pegRNA_227,195.0,177.0,18.0
pegRNA_228,225.0,201.0,24.0
pegRNA_229,523.0,452.0,71.0
pegRNA_230,9.0,6.0,3.0
pegRNA_231,421.0,397.0,24.0
pegRNA_232,7.0,7.0,0.0
pegRNA_233,9.0,9.0,0.0
pegRNA_234,26.0,21.0,5.0
pegRNA_235,104.0,97.0,7.0
pegRNA_236,186.0,141.0,45.0
pegRNA_237,22.0,5.0,17.0
pegRNA_238,232.0,190.0,42.0
pegRNA_239,480.0,459.0,21.0
pegRNA_240,295.0,180.0,115.0
pegRNA_241,91.0,66.0,25.0
pegRNA_242,80.0,60.0,20.0
pegRNA_243,477.0,421.0,56.0
pegRNA_244,197.0,158.0,39.0
pegRNA_245,71.0,30.0,41.0
pegRNA_246,133.0,116.0,17.0
pegRNA_247,228.0,211.0,17.0
pegRNA_248,140.0,138.0,2.0
pegRNA_249,1101.0,985.0,116.0
pegRNA_250,110.0,98.0,12.0
pegRNA_251,50.0,49.0,1.0
pegRNA_252,64.0,51.0,13.0
pegRNA_253,52.0,44.0,8.0
pegRNA_254,33.0,30.0,3.0
pegRNA_255,4.0,1.0,3.0
pegRNA_256,66.0,51.0,15.0
pegRNA_257,108.0,96.0,12.0
pegRNA_258,67.0,54.0,13.0
pegRNA_259,156.0,151.0,5.0
pegRNA_260,83.0,80.0,3.0
pegRNA_261,147.0,130.0,17.0
pegRNA_262,199.0,170.0,29.0
pegRNA_263,149.0,138.0,11.0
pegRNA_264,30.0,27.0,3.0
pegRNA_265,39.0,25.0,14.0
pegRNA_266,33.0,27.0,6.0
pegRNA_267,47.0,30.0,17.0
pegRNA_268,96.0,73.0,23.0
pegRNA_269,546.0,411.0,135.0
pegRNA_270,505.0,426.0,79.0
pegRNA_271,315.0,232.0,83.0
pegRNA_272,400.0,307.0,93.0
pegRNA_273,225.0,194.0,31.0
pegRNA_274,173.0,164.0,9.0
pegRNA_275,318.0,286.0,32.0
pegRNA_276,272.0,246.0,26.0
pegRNA_277,38.0,25.0,13.0
pegRNA_278,271.0,249.0,22.0
pegRNA_279,14.0,1.0,13.0
pegRNA_280,12.0,8.0,4.0
pegRNA_281,30.0,16.0,14.0
pegRNA_282,4.0,4.0,0.0
pegRNA_283,28.0,27.0,1.0
pegRNA_284,229.0,210.0,19.0
pegRNA_285,79.0,71.0,8.0
pegRNA_286,92.0,84.0,8.0
pegRNA_287,174.0,154.0,20.0
pegRNA_288,200.0,185.0,15.0
pegRNA_289,71.0,67.0,4.0
pegRNA_290,81.0,57.0,24.0
pegRNA_291,94.0,79.0,15.0
pegRNA_292,68.0,50.0,18.0
pegRNA_293,16.0,16.0,0.0
pegRNA_294,44.0,43.0,1.0
pegRNA_295,72.0,69.0,3.0
pegRNA_296,148.0,126.0,22.0
pegRNA_297,144.0,94.0,50.0
pegRNA_298,98.0,88.0,10.0
pegRNA_299,936.0,895.0,41.0
pegRNA_300,1347.0,1325.0,22.0
pegRNA_301,1124.0,1079.0,45.0
pegRNA_302,1398.0,1323.0,75.0
pegRNA_303,1181.0,1102.0,79.0
pegRNA_304,1677.0,1622.0,55.0
pegRNA_305,1902.0,1841.0,61.0
pegRNA_306,1672.0,1613.0,59.0
pegRNA_307,2067.0,1960.0,107.0
pegRNA_308,1416.0,1326.0,90.0
pegRNA_309,482.0,468.0,14.0
pegRNA_310,196.0,195.0,1.0
pegRNA_311,191.0,180.0,11.0
pegRNA_312,91.0,84.0,7.0
pegRNA_313,24.0,23.0,1.0
pegRNA_314,22.0,16.0,6.0
pegRNA_315,18.0,12.0,6.0
pegRNA_316,456.0,387.0,69.0
pegRNA_317,93.0,78.0,15.0
pegRNA_318,132.0,105.0,27.0
pegRNA_319,600.0,560.0,40.0
pegRNA_320,74.0,68.0,6.0
pegRNA_321,49.0,35.0,14.0
pegRNA_322,131.0,92.0,39.0
pegRNA_323,100.0,85.0,15.0
pegRNA_324,489.0,442.0,47.0
pegRNA_325,8.0,8.0,0.0
pegRNA_326,412.0,338.0,74.0
pegRNA_327,121.0,105.0,16.0
pegRNA_328,286.0,257.0,29.0
pegRNA_329,101.0,75.0,26.0
pegRNA_330,144.0,97.0,47.0
pegRNA_331,92.0,76.0,16.0
pegRNA_332,281.0,207.0,74.0
pegRNA_333,19.0,5.0,14.0
pegRNA_334,36.0,14.0,22.0
pegRNA_335,262.0,220.0,42.0
pegRNA_336,103.0,91.0,12.0
pegRNA_337,144.0,136.0,8.0
pegRNA_338,73.0,60.0,13.0
pegRNA_339,32.0,19.0,13.0
pegRNA_340,113.0,90.0,23.0
pegRNA_341,127.0,123.0,4.0
pegRNA_342,56.0,34.0,22.0
pegRNA_343,63.0,56.0,7.0
pegRNA_344,69.0,55.0,14.0
pegRNA_345,4.0,3.0,1.0
pegRNA_346,41.0,24.0,17.0
pegRNA_347,11.0,8.0,3.0
pegRNA_348,30.0,13.0,17.0
pegRNA_349,110.0,86.0,24.0
pegRNA_350,15.0,15.0,0.0
pegRNA_351,102.0,89.0,13.0
pegRNA_352,46.0,37.0,9.0
pegRNA_353,62.0,57.0,5.0
pegRNA_354,11.0,8.0,3.0
pegRNA_355,105.0,95.0,10.0
pegRNA_356,141.0,114.0,27.0
pegRNA_357,52.0,25.0,27.0
pegRNA_358,141.0,107.0,34.0
pegRNA_359,165.0,134.0,31.0
pegRNA_360,68.0,47.0,21.0
pegRNA_361,39.0,28.0,11.0
pegRNA_362,25.0,17.0,8.0
pegRNA_363,239.0,191.0,48.0
pegRNA_364,184.0,128.0,56.0
pegRNA_365,28.0,13.0,15.0
pegRNA_366,34.0,28.0,6.0
pegRNA_367,1.0,1.0,0.0
pegRNA_368,21.0,10.0,11.0
pegRNA_369,1.0,1.0,0.0
pegRNA_370,4.0,3.0,1.0
pegRNA_371,15.0,3.0,12.0
pegRNA_372,2.0,2.0,0.0
pegRNA_373,3.0,3.0,0.0
pegRNA_374,11.0,10.0,1.0
pegRNA_375,45.0,15.0,30.0
pegRNA_376,156.0,111.0,45.0
pegRNA_377,57.0,40.0,17.0
pegRNA_378,37.0,32.0,5.0
pegRNA_379,110.0,94.0,16.0
pegRNA_380,101.0,93.0,8.0
pegRNA_381,36.0,34.0,2.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,84.0,55.0,29.0
pegRNA_384,58.0,9.0,49.0
pegRNA_385,70.0,24.0,46.0
pegRNA_386,143.0,115.0,28.0
pegRNA_387,175.0,150.0,25.0
pegRNA_388,44.0,42.0,2.0
pegRNA_389,67.0,42.0,25.0
pegRNA_390,280.0,260.0,20.0
pegRNA_391,179.0,159.0,20.0
pegRNA_392,75.0,13.0,62.0
pegRNA_393,84.0,19.0,65.0
pegRNA_394,58.0,25.0,33.0
pegRNA_395,24.0,20.0,4.0
pegRNA_396,1276.0,1201.0,75.0
pegRNA_397,3412.0,3242.0,170.0
pegRNA_398,32.0,28.0,4.0
pegRNA_399,127.0,77.0,50.0
pegRNA_400,52.0,34.0,18.0
pegRNA_401,216.0,181.0,35.0
pegRNA_402,101.0,92.0,9.0
pegRNA_403,731.0,647.0,84.0
pegRNA_404,377.0,361.0,16.0
pegRNA_405,148.0,136.0,12.0
pegRNA_406,145.0,112.0,33.0
pegRNA_407,124.0,70.0,54.0
pegRNA_408,159.0,111.0,48.0
pegRNA_409,88.0,65.0,23.0
pegRNA_410,1996.0,1910.0,86.0
pegRNA_411,638.0,531.0,107.0
pegRNA_412,1309.0,1232.0,77.0
pegRNA_413,1481.0,1383.0,98.0
pegRNA_414,1011.0,948.0,63.0
pegRNA_415,2525.0,2380.0,145.0
pegRNA_416,2375.0,2244.0,131.0
pegRNA_417,2398.0,2323.0,75.0
pegRNA_418,42.0,9.0,33.0
pegRNA_419,1306.0,1241.0,65.0
pegRNA_420,260.0,212.0,48.0
pegRNA_421,33.0,2.0,31.0
pegRNA_422,82.0,6.0,76.0
pegRNA_423,2670.0,2538.0,132.0
pegRNA_424,1081.0,990.0,91.0
pegRNA_425,6546.0,6221.0,325.0
pegRNA_426,5426.0,5225.0,201.0
pegRNA_427,5660.0,5330.0,330.0
pegRNA_428,4252.0,4145.0,107.0
pegRNA_429,3713.0,3566.0,147.0
pegRNA_430,2569.0,2496.0,73.0
pegRNA_431,2227.0,2112.0,115.0
pegRNA_432,2405.0,2323.0,82.0
pegRNA_433,2.0,2.0,0.0
pegRNA_434,747.0,688.0,59.0
pegRNA_435,613.0,578.0,35.0
pegRNA_436,1981.0,1887.0,94.0
pegRNA_437,146.0,109.0,37.0
pegRNA_438,151.0,1.0,150.0
pegRNA_439,0.0,0.0,0.0
pegRNA_440,2702.0,2611.0,91.0
pegRNA_441,3522.0,3367.0,155.0
pegRNA_442,3056.0,2935.0,121.0
pegRNA_443,24.0,7.0,17.0
pegRNA_444,1752.0,1687.0,65.0
pegRNA_445,1629.0,1555.0,74.0
pegRNA_446,5203.0,4997.0,206.0
pegRNA_447,5160.0,4944.0,216.0
pegRNA_448,5060.0,4855.0,205.0
pegRNA_449,4786.0,4581.0,205.0
pegRNA_450,1445.0,1400.0,45.0
pegRNA_451,449.0,396.0,53.0
pegRNA_452,408.0,390.0,18.0
pegRNA_453,4083.0,3879.0,204.0
pegRNA_454,3541.0,3358.0,183.0
pegRNA_455,2100.0,2039.0,61.0
pegRNA_456,1738.0,1622.0,116.0
pegRNA_457,1466.0,1399.0,67.0
pegRNA_458,2062.0,1940.0,122.0
pegRNA_459,948.0,855.0,93.0
pegRNA_460,1614.0,1469.0,145.0
pegRNA_461,907.0,862.0,45.0
pegRNA_462,1.0,1.0,0.0
pegRNA_463,721.0,688.0,33.0
pegRNA_464,1627.0,1583.0,44.0
pegRNA_465,902.0,823.0,79.0
pegRNA_466,1048.0,934.0,114.0
pegRNA_467,1122.0,1054.0,68.0
pegRNA_468,460.0,414.0,46.0
pegRNA_469,1532.0,1443.0,89.0
pegRNA_470,1632.0,1522.0,110.0
pegRNA_471,997.0,943.0,54.0
pegRNA_472,1752.0,1664.0,88.0
pegRNA_473,1298.0,1213.0,85.0
pegRNA_474,1585.0,1514.0,71.0
pegRNA_475,885.0,828.0,57.0
pegRNA_476,964.0,885.0,79.0
pegRNA_477,1939.0,1878.0,61.0
pegRNA_478,1350.0,1234.0,116.0
pegRNA_479,1563.0,1505.0,58.0
pegRNA_480,1706.0,1647.0,59.0
pegRNA_481,1861.0,1717.0,144.0
pegRNA_482,2287.0,2139.0,148.0
pegRNA_483,1982.0,1886.0,96.0
pegRNA_484,1404.0,1322.0,82.0
pegRNA_485,888.0,830.0,58.0
pegRNA_486,1708.0,1652.0,56.0
pegRNA_487,1165.0,1083.0,82.0
pegRNA_488,2229.0,2135.0,94.0
pegRNA_489,2214.0,2093.0,121.0
pegRNA_490,2351.0,2202.0,149.0
pegRNA_491,1440.0,1384.0,56.0
pegRNA_492,1381.0,1309.0,72.0
pegRNA_493,1194.0,1157.0,37.0
pegRNA_494,1747.0,1655.0,92.0
pegRNA_495,1714.0,1644.0,70.0
pegRNA_496,1045.0,982.0,63.0
pegRNA_497,1402.0,1324.0,78.0
pegRNA_498,1976.0,1895.0,81.0
pegRNA_499,1783.0,1672.0,111.0
pegRNA_500,1087.0,1046.0,41.0
