pegRNA_id,total,extracted,recombined
pegRNA_142,24.0,14.0,10.0
pegRNA_143,205.0,157.0,48.0
pegRNA_144,28.0,24.0,4.0
pegRNA_145,41.0,41.0,0.0
pegRNA_146,1598.0,1518.0,80.0
pegRNA_147,3662.0,3384.0,278.0
pegRNA_148,15.0,14.0,1.0
pegRNA_149,2601.0,2414.0,187.0
pegRNA_150,3134.0,2900.0,234.0
pegRNA_151,12.0,10.0,2.0
pegRNA_152,33.0,15.0,18.0
pegRNA_153,19.0,2.0,17.0
pegRNA_154,87.0,71.0,16.0
pegRNA_155,50.0,16.0,34.0
pegRNA_156,733.0,654.0,79.0
pegRNA_157,908.0,853.0,55.0
pegRNA_158,837.0,752.0,85.0
pegRNA_159,371.0,305.0,66.0
pegRNA_160,10.0,7.0,3.0
pegRNA_161,117.0,47.0,70.0
pegRNA_162,173.0,88.0,85.0
pegRNA_163,180.0,139.0,41.0
pegRNA_164,46.0,19.0,27.0
pegRNA_165,32.0,8.0,24.0
pegRNA_166,447.0,411.0,36.0
pegRNA_167,392.0,314.0,78.0
pegRNA_168,71.0,71.0,0.0
pegRNA_169,19.0,17.0,2.0
pegRNA_170,132.0,90.0,42.0
pegRNA_171,155.0,139.0,16.0
pegRNA_172,381.0,284.0,97.0
pegRNA_173,82.0,73.0,9.0
pegRNA_174,13.0,10.0,3.0
pegRNA_175,377.0,326.0,51.0
pegRNA_176,66.0,18.0,48.0
pegRNA_177,72.0,67.0,5.0
pegRNA_178,2.0,0.0,2.0
pegRNA_179,19.0,11.0,8.0
pegRNA_180,18.0,6.0,12.0
pegRNA_181,92.0,70.0,22.0
pegRNA_182,164.0,122.0,42.0
pegRNA_183,106.0,96.0,10.0
pegRNA_184,142.0,121.0,21.0
pegRNA_185,353.0,264.0,89.0
pegRNA_186,145.0,134.0,11.0
pegRNA_187,196.0,159.0,37.0
pegRNA_188,31.0,24.0,7.0
pegRNA_189,54.0,33.0,21.0
pegRNA_190,140.0,118.0,22.0
pegRNA_191,18.0,18.0,0.0
pegRNA_192,17.0,17.0,0.0
pegRNA_193,49.0,48.0,1.0
pegRNA_194,70.0,54.0,16.0
pegRNA_195,211.0,196.0,15.0
pegRNA_196,35.0,32.0,3.0
pegRNA_197,7.0,7.0,0.0
pegRNA_198,4.0,3.0,1.0
pegRNA_199,35.0,27.0,8.0
pegRNA_200,8.0,8.0,0.0
pegRNA_201,167.0,144.0,23.0
pegRNA_202,90.0,76.0,14.0
pegRNA_203,151.0,103.0,48.0
pegRNA_204,90.0,67.0,23.0
pegRNA_205,169.0,92.0,77.0
pegRNA_206,117.0,90.0,27.0
pegRNA_207,46.0,40.0,6.0
pegRNA_208,77.0,71.0,6.0
pegRNA_209,0.0,0.0,0.0
pegRNA_210,93.0,82.0,11.0
pegRNA_211,78.0,69.0,9.0
pegRNA_212,59.0,31.0,28.0
pegRNA_213,78.0,72.0,6.0
pegRNA_214,712.0,636.0,76.0
pegRNA_215,604.0,528.0,76.0
pegRNA_216,277.0,255.0,22.0
pegRNA_217,333.0,266.0,67.0
pegRNA_218,15.0,4.0,11.0
pegRNA_219,195.0,166.0,29.0
pegRNA_220,112.0,70.0,42.0
pegRNA_221,72.0,13.0,59.0
pegRNA_222,98.0,90.0,8.0
pegRNA_223,102.0,88.0,14.0
pegRNA_224,408.0,354.0,54.0
pegRNA_225,43.0,14.0,29.0
pegRNA_226,86.0,79.0,7.0
pegRNA_227,243.0,210.0,33.0
pegRNA_228,292.0,265.0,27.0
pegRNA_229,616.0,552.0,64.0
pegRNA_230,25.0,15.0,10.0
pegRNA_231,584.0,486.0,98.0
pegRNA_232,14.0,14.0,0.0
pegRNA_233,23.0,22.0,1.0
pegRNA_234,35.0,34.0,1.0
pegRNA_235,192.0,172.0,20.0
pegRNA_236,293.0,226.0,67.0
pegRNA_237,30.0,15.0,15.0
pegRNA_238,261.0,226.0,35.0
pegRNA_239,730.0,642.0,88.0
pegRNA_240,361.0,222.0,139.0
pegRNA_241,91.0,69.0,22.0
pegRNA_242,71.0,69.0,2.0
pegRNA_243,492.0,481.0,11.0
pegRNA_244,218.0,202.0,16.0
pegRNA_245,112.0,31.0,81.0
pegRNA_246,123.0,111.0,12.0
pegRNA_247,337.0,313.0,24.0
pegRNA_248,283.0,264.0,19.0
pegRNA_249,1639.0,1490.0,149.0
pegRNA_250,170.0,141.0,29.0
pegRNA_251,52.0,47.0,5.0
pegRNA_252,96.0,82.0,14.0
pegRNA_253,79.0,75.0,4.0
pegRNA_254,37.0,32.0,5.0
pegRNA_255,2.0,0.0,2.0
pegRNA_256,75.0,67.0,8.0
pegRNA_257,147.0,88.0,59.0
pegRNA_258,80.0,55.0,25.0
pegRNA_259,178.0,173.0,5.0
pegRNA_260,65.0,63.0,2.0
pegRNA_261,267.0,210.0,57.0
pegRNA_262,346.0,324.0,22.0
pegRNA_263,142.0,136.0,6.0
pegRNA_264,84.0,60.0,24.0
pegRNA_265,91.0,53.0,38.0
pegRNA_266,52.0,44.0,8.0
pegRNA_267,78.0,48.0,30.0
pegRNA_268,205.0,139.0,66.0
pegRNA_269,478.0,357.0,121.0
pegRNA_270,601.0,452.0,149.0
pegRNA_271,422.0,300.0,122.0
pegRNA_272,466.0,349.0,117.0
pegRNA_273,367.0,255.0,112.0
pegRNA_274,347.0,313.0,34.0
pegRNA_275,522.0,461.0,61.0
pegRNA_276,188.0,180.0,8.0
pegRNA_277,36.0,28.0,8.0
pegRNA_278,368.0,356.0,12.0
pegRNA_279,19.0,14.0,5.0
pegRNA_280,22.0,18.0,4.0
pegRNA_281,40.0,17.0,23.0
pegRNA_282,8.0,8.0,0.0
pegRNA_283,37.0,36.0,1.0
pegRNA_284,378.0,359.0,19.0
pegRNA_285,133.0,124.0,9.0
pegRNA_286,168.0,154.0,14.0
pegRNA_287,266.0,227.0,39.0
pegRNA_288,253.0,245.0,8.0
pegRNA_289,63.0,62.0,1.0
pegRNA_290,81.0,72.0,9.0
pegRNA_291,144.0,115.0,29.0
pegRNA_292,86.0,48.0,38.0
pegRNA_293,23.0,22.0,1.0
pegRNA_294,109.0,98.0,11.0
pegRNA_295,122.0,117.0,5.0
pegRNA_296,231.0,172.0,59.0
pegRNA_297,157.0,112.0,45.0
pegRNA_298,166.0,132.0,34.0
pegRNA_299,1409.0,1302.0,107.0
pegRNA_300,2590.0,2444.0,146.0
pegRNA_301,2035.0,1940.0,95.0
pegRNA_302,2479.0,2417.0,62.0
pegRNA_303,2053.0,1966.0,87.0
pegRNA_304,2761.0,2659.0,102.0
pegRNA_305,3076.0,2899.0,177.0
pegRNA_306,2885.0,2769.0,116.0
pegRNA_307,2509.0,2388.0,121.0
pegRNA_308,2358.0,2281.0,77.0
pegRNA_309,562.0,532.0,30.0
pegRNA_310,288.0,285.0,3.0
pegRNA_311,353.0,347.0,6.0
pegRNA_312,179.0,149.0,30.0
pegRNA_313,122.0,118.0,4.0
pegRNA_314,65.0,7.0,58.0
pegRNA_315,15.0,12.0,3.0
pegRNA_316,631.0,551.0,80.0
pegRNA_317,92.0,85.0,7.0
pegRNA_318,249.0,213.0,36.0
pegRNA_319,861.0,785.0,76.0
pegRNA_320,122.0,95.0,27.0
pegRNA_321,43.0,40.0,3.0
pegRNA_322,235.0,176.0,59.0
pegRNA_323,155.0,127.0,28.0
pegRNA_324,603.0,518.0,85.0
pegRNA_325,7.0,7.0,0.0
pegRNA_326,390.0,340.0,50.0
pegRNA_327,157.0,132.0,25.0
pegRNA_328,276.0,225.0,51.0
pegRNA_329,77.0,67.0,10.0
pegRNA_330,62.0,49.0,13.0
pegRNA_331,109.0,86.0,23.0
pegRNA_332,379.0,263.0,116.0
pegRNA_333,33.0,7.0,26.0
pegRNA_334,72.0,22.0,50.0
pegRNA_335,355.0,279.0,76.0
pegRNA_336,146.0,129.0,17.0
pegRNA_337,232.0,210.0,22.0
pegRNA_338,104.0,71.0,33.0
pegRNA_339,52.0,31.0,21.0
pegRNA_340,166.0,117.0,49.0
pegRNA_341,197.0,173.0,24.0
pegRNA_342,80.0,54.0,26.0
pegRNA_343,66.0,62.0,4.0
pegRNA_344,102.0,96.0,6.0
pegRNA_345,8.0,8.0,0.0
pegRNA_346,36.0,25.0,11.0
pegRNA_347,36.0,29.0,7.0
pegRNA_348,57.0,21.0,36.0
pegRNA_349,166.0,131.0,35.0
pegRNA_350,22.0,22.0,0.0
pegRNA_351,246.0,204.0,42.0
pegRNA_352,114.0,83.0,31.0
pegRNA_353,58.0,47.0,11.0
pegRNA_354,23.0,14.0,9.0
pegRNA_355,111.0,108.0,3.0
pegRNA_356,244.0,163.0,81.0
pegRNA_357,25.0,24.0,1.0
pegRNA_358,142.0,110.0,32.0
pegRNA_359,217.0,157.0,60.0
pegRNA_360,143.0,112.0,31.0
pegRNA_361,38.0,29.0,9.0
pegRNA_362,50.0,18.0,32.0
pegRNA_363,181.0,151.0,30.0
pegRNA_364,149.0,128.0,21.0
pegRNA_365,35.0,32.0,3.0
pegRNA_366,45.0,43.0,2.0
pegRNA_367,2.0,1.0,1.0
pegRNA_368,15.0,15.0,0.0
pegRNA_369,0.0,0.0,0.0
pegRNA_370,7.0,6.0,1.0
pegRNA_371,29.0,3.0,26.0
pegRNA_372,3.0,2.0,1.0
pegRNA_373,22.0,3.0,19.0
pegRNA_374,21.0,19.0,2.0
pegRNA_375,74.0,10.0,64.0
pegRNA_376,120.0,112.0,8.0
pegRNA_377,79.0,51.0,28.0
pegRNA_378,56.0,28.0,28.0
pegRNA_379,233.0,157.0,76.0
pegRNA_380,217.0,171.0,46.0
pegRNA_381,75.0,70.0,5.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,82.0,60.0,22.0
pegRNA_384,47.0,25.0,22.0
pegRNA_385,76.0,37.0,39.0
pegRNA_386,197.0,133.0,64.0
pegRNA_387,180.0,148.0,32.0
pegRNA_388,60.0,49.0,11.0
pegRNA_389,87.0,46.0,41.0
pegRNA_390,523.0,469.0,54.0
pegRNA_391,129.0,120.0,9.0
pegRNA_392,66.0,35.0,31.0
pegRNA_393,131.0,59.0,72.0
pegRNA_394,104.0,50.0,54.0
pegRNA_395,28.0,22.0,6.0
pegRNA_396,1781.0,1663.0,118.0
pegRNA_397,4093.0,3921.0,172.0
pegRNA_398,56.0,47.0,9.0
pegRNA_399,168.0,122.0,46.0
pegRNA_400,45.0,35.0,10.0
pegRNA_401,303.0,285.0,18.0
pegRNA_402,112.0,92.0,20.0
pegRNA_403,1053.0,945.0,108.0
pegRNA_404,447.0,408.0,39.0
pegRNA_405,164.0,158.0,6.0
pegRNA_406,246.0,186.0,60.0
pegRNA_407,168.0,123.0,45.0
pegRNA_408,202.0,174.0,28.0
pegRNA_409,171.0,153.0,18.0
pegRNA_410,2067.0,1972.0,95.0
pegRNA_411,774.0,651.0,123.0
pegRNA_412,1696.0,1558.0,138.0
pegRNA_413,2010.0,1924.0,86.0
pegRNA_414,1293.0,1231.0,62.0
pegRNA_415,3441.0,3314.0,127.0
pegRNA_416,3195.0,3037.0,158.0
pegRNA_417,3166.0,3051.0,115.0
pegRNA_418,101.0,0.0,101.0
pegRNA_419,2233.0,2142.0,91.0
pegRNA_420,383.0,277.0,106.0
pegRNA_421,29.0,2.0,27.0
pegRNA_422,8.0,6.0,2.0
pegRNA_423,3738.0,3574.0,164.0
pegRNA_424,2517.0,2358.0,159.0
pegRNA_425,7496.0,7229.0,267.0
pegRNA_426,6732.0,6481.0,251.0
pegRNA_427,7589.0,7277.0,312.0
pegRNA_428,5209.0,5008.0,201.0
pegRNA_429,4832.0,4621.0,211.0
pegRNA_430,3427.0,3239.0,188.0
pegRNA_431,2379.0,2270.0,109.0
pegRNA_432,3282.0,3163.0,119.0
pegRNA_433,18.0,4.0,14.0
pegRNA_434,1030.0,976.0,54.0
pegRNA_435,882.0,828.0,54.0
pegRNA_436,2650.0,2558.0,92.0
pegRNA_437,188.0,133.0,55.0
pegRNA_438,140.0,16.0,124.0
pegRNA_439,0.0,0.0,0.0
pegRNA_440,4150.0,3983.0,167.0
pegRNA_441,4067.0,3786.0,281.0
pegRNA_442,3998.0,3786.0,212.0
pegRNA_443,48.0,8.0,40.0
pegRNA_444,2000.0,1940.0,60.0
pegRNA_445,2302.0,2186.0,116.0
pegRNA_446,6921.0,6631.0,290.0
pegRNA_447,6510.0,6363.0,147.0
pegRNA_448,6626.0,6268.0,358.0
pegRNA_449,5817.0,5462.0,355.0
pegRNA_450,1413.0,1374.0,39.0
pegRNA_451,411.0,365.0,46.0
pegRNA_452,707.0,642.0,65.0
pegRNA_453,4947.0,4696.0,251.0
pegRNA_454,4383.0,4231.0,152.0
pegRNA_455,2657.0,2551.0,106.0
pegRNA_456,2578.0,2468.0,110.0
pegRNA_457,2171.0,2073.0,98.0
pegRNA_458,2661.0,2553.0,108.0
pegRNA_459,1253.0,1118.0,135.0
pegRNA_460,2313.0,2229.0,84.0
pegRNA_461,950.0,919.0,31.0
pegRNA_462,0.0,0.0,0.0
pegRNA_463,668.0,638.0,30.0
pegRNA_464,1927.0,1900.0,27.0
pegRNA_465,1040.0,960.0,80.0
pegRNA_466,1284.0,1170.0,114.0
pegRNA_467,1249.0,1155.0,94.0
pegRNA_468,684.0,576.0,108.0
pegRNA_469,2217.0,2129.0,88.0
pegRNA_470,1492.0,1429.0,63.0
pegRNA_471,1511.0,1461.0,50.0
pegRNA_472,2327.0,2253.0,74.0
pegRNA_473,1375.0,1243.0,132.0
pegRNA_474,1519.0,1410.0,109.0
pegRNA_475,1255.0,1157.0,98.0
pegRNA_476,883.0,848.0,35.0
pegRNA_477,2739.0,2637.0,102.0
pegRNA_478,2113.0,1970.0,143.0
pegRNA_479,2075.0,1886.0,189.0
pegRNA_480,2117.0,1984.0,133.0
pegRNA_481,2146.0,2063.0,83.0
pegRNA_482,2431.0,2294.0,137.0
pegRNA_483,2383.0,2271.0,112.0
pegRNA_484,1944.0,1799.0,145.0
pegRNA_485,1148.0,1061.0,87.0
pegRNA_486,1991.0,1868.0,123.0
pegRNA_487,1188.0,1129.0,59.0
pegRNA_488,2835.0,2713.0,122.0
pegRNA_489,2579.0,2444.0,135.0
pegRNA_490,3320.0,3208.0,112.0
pegRNA_491,1892.0,1829.0,63.0
pegRNA_492,1127.0,1025.0,102.0
pegRNA_493,1819.0,1740.0,79.0
pegRNA_494,2188.0,2099.0,89.0
pegRNA_495,2720.0,2592.0,128.0
pegRNA_496,1740.0,1655.0,85.0
pegRNA_497,1307.0,1257.0,50.0
pegRNA_498,2888.0,2749.0,139.0
pegRNA_499,2228.0,2084.0,144.0
pegRNA_500,1518.0,1436.0,82.0
