pegRNA_id,total,extracted,recombined
pegRNA_55,20.0,20.0,0.0
pegRNA_56,42.0,42.0,0.0
pegRNA_57,51.0,42.0,9.0
pegRNA_58,67.0,63.0,4.0
pegRNA_59,80.0,78.0,2.0
pegRNA_60,16.0,15.0,1.0
pegRNA_61,66.0,20.0,46.0
pegRNA_62,18.0,18.0,0.0
pegRNA_63,21.0,14.0,7.0
pegRNA_64,63.0,55.0,8.0
pegRNA_65,408.0,361.0,47.0
pegRNA_66,33.0,17.0,16.0
pegRNA_67,188.0,141.0,47.0
pegRNA_68,143.0,116.0,27.0
pegRNA_69,1.0,1.0,0.0
pegRNA_70,24.0,24.0,0.0
pegRNA_71,2.0,2.0,0.0
pegRNA_72,8.0,8.0,0.0
pegRNA_73,32.0,31.0,1.0
pegRNA_74,49.0,48.0,1.0
pegRNA_75,232.0,219.0,13.0
pegRNA_76,158.0,144.0,14.0
pegRNA_77,120.0,117.0,3.0
pegRNA_78,84.0,76.0,8.0
pegRNA_79,258.0,257.0,1.0
pegRNA_80,71.0,71.0,0.0
pegRNA_81,181.0,152.0,29.0
pegRNA_82,131.0,94.0,37.0
pegRNA_83,28.0,28.0,0.0
pegRNA_84,96.0,33.0,63.0
pegRNA_85,138.0,132.0,6.0
pegRNA_86,65.0,57.0,8.0
pegRNA_87,62.0,61.0,1.0
pegRNA_88,180.0,164.0,16.0
pegRNA_89,5.0,5.0,0.0
pegRNA_90,56.0,50.0,6.0
pegRNA_91,566.0,564.0,2.0
pegRNA_92,75.0,64.0,11.0
pegRNA_93,55.0,54.0,1.0
pegRNA_94,35.0,35.0,0.0
pegRNA_95,6.0,0.0,6.0
pegRNA_96,38.0,29.0,9.0
pegRNA_97,22.0,21.0,1.0
pegRNA_98,1.0,1.0,0.0
pegRNA_99,108.0,107.0,1.0
pegRNA_100,8.0,7.0,1.0
pegRNA_101,120.0,105.0,15.0
pegRNA_102,121.0,67.0,54.0
pegRNA_103,104.0,96.0,8.0
pegRNA_104,75.0,61.0,14.0
pegRNA_105,67.0,55.0,12.0
pegRNA_106,38.0,24.0,14.0
pegRNA_107,79.0,59.0,20.0
pegRNA_108,33.0,20.0,13.0
pegRNA_109,91.0,77.0,14.0
pegRNA_110,43.0,41.0,2.0
pegRNA_111,87.0,79.0,8.0
pegRNA_112,101.0,80.0,21.0
pegRNA_113,147.0,131.0,16.0
pegRNA_114,454.0,357.0,97.0
pegRNA_115,3.0,3.0,0.0
pegRNA_116,76.0,70.0,6.0
pegRNA_117,37.0,37.0,0.0
pegRNA_118,13.0,13.0,0.0
pegRNA_119,51.0,37.0,14.0
pegRNA_120,153.0,129.0,24.0
pegRNA_121,36.0,36.0,0.0
pegRNA_122,478.0,464.0,14.0
pegRNA_123,85.0,67.0,18.0
pegRNA_124,491.0,438.0,53.0
pegRNA_125,341.0,321.0,20.0
pegRNA_126,307.0,294.0,13.0
pegRNA_127,219.0,182.0,37.0
pegRNA_128,30.0,29.0,1.0
pegRNA_129,43.0,41.0,2.0
pegRNA_130,21.0,14.0,7.0
pegRNA_131,290.0,262.0,28.0
pegRNA_132,195.0,192.0,3.0
pegRNA_133,334.0,280.0,54.0
pegRNA_134,218.0,193.0,25.0
pegRNA_135,177.0,147.0,30.0
pegRNA_136,15.0,3.0,12.0
pegRNA_137,14.0,14.0,0.0
pegRNA_138,10.0,8.0,2.0
pegRNA_139,0.0,0.0,0.0
pegRNA_140,22.0,3.0,19.0
pegRNA_141,35.0,28.0,7.0
pegRNA_142,12.0,12.0,0.0
pegRNA_143,128.0,113.0,15.0
pegRNA_144,16.0,16.0,0.0
pegRNA_145,14.0,14.0,0.0
pegRNA_146,958.0,876.0,82.0
pegRNA_147,1948.0,1904.0,44.0
pegRNA_148,16.0,15.0,1.0
pegRNA_149,1248.0,1189.0,59.0
pegRNA_150,1815.0,1715.0,100.0
pegRNA_151,4.0,4.0,0.0
pegRNA_152,21.0,3.0,18.0
pegRNA_153,15.0,1.0,14.0
pegRNA_154,86.0,84.0,2.0
pegRNA_155,6.0,6.0,0.0
pegRNA_156,439.0,424.0,15.0
pegRNA_157,555.0,439.0,116.0
pegRNA_158,429.0,390.0,39.0
pegRNA_159,126.0,115.0,11.0
pegRNA_160,16.0,9.0,7.0
pegRNA_161,47.0,20.0,27.0
pegRNA_162,106.0,46.0,60.0
pegRNA_163,111.0,62.0,49.0
pegRNA_164,26.0,15.0,11.0
pegRNA_165,26.0,14.0,12.0
pegRNA_166,263.0,241.0,22.0
pegRNA_167,218.0,213.0,5.0
pegRNA_168,87.0,85.0,2.0
pegRNA_169,41.0,18.0,23.0
pegRNA_170,78.0,78.0,0.0
pegRNA_171,102.0,97.0,5.0
pegRNA_172,218.0,166.0,52.0
pegRNA_173,37.0,37.0,0.0
pegRNA_174,10.0,3.0,7.0
pegRNA_175,278.0,209.0,69.0
pegRNA_176,13.0,12.0,1.0
pegRNA_177,65.0,38.0,27.0
pegRNA_178,0.0,0.0,0.0
pegRNA_179,18.0,14.0,4.0
pegRNA_180,2.0,2.0,0.0
pegRNA_181,49.0,44.0,5.0
pegRNA_182,87.0,69.0,18.0
pegRNA_183,92.0,81.0,11.0
pegRNA_184,95.0,88.0,7.0
pegRNA_185,160.0,131.0,29.0
pegRNA_186,81.0,77.0,4.0
pegRNA_187,70.0,57.0,13.0
pegRNA_188,36.0,17.0,19.0
pegRNA_189,52.0,23.0,29.0
pegRNA_190,79.0,78.0,1.0
pegRNA_191,11.0,10.0,1.0
pegRNA_192,7.0,7.0,0.0
pegRNA_193,57.0,54.0,3.0
pegRNA_194,31.0,14.0,17.0
pegRNA_195,245.0,240.0,5.0
pegRNA_196,28.0,27.0,1.0
pegRNA_197,6.0,5.0,1.0
pegRNA_198,5.0,2.0,3.0
pegRNA_199,18.0,16.0,2.0
pegRNA_200,1.0,1.0,0.0
pegRNA_201,106.0,101.0,5.0
pegRNA_202,60.0,58.0,2.0
pegRNA_203,105.0,70.0,35.0
pegRNA_204,36.0,35.0,1.0
pegRNA_205,74.0,49.0,25.0
pegRNA_206,39.0,39.0,0.0
pegRNA_207,16.0,15.0,1.0
pegRNA_208,97.0,79.0,18.0
pegRNA_209,0.0,0.0,0.0
pegRNA_210,61.0,55.0,6.0
pegRNA_211,64.0,45.0,19.0
pegRNA_212,44.0,37.0,7.0
pegRNA_213,88.0,58.0,30.0
pegRNA_214,385.0,321.0,64.0
pegRNA_215,281.0,260.0,21.0
pegRNA_216,163.0,140.0,23.0
pegRNA_217,237.0,171.0,66.0
pegRNA_218,42.0,4.0,38.0
pegRNA_219,99.0,83.0,16.0
pegRNA_220,73.0,49.0,24.0
pegRNA_221,37.0,18.0,19.0
pegRNA_222,84.0,79.0,5.0
pegRNA_223,42.0,38.0,4.0
pegRNA_224,283.0,271.0,12.0
pegRNA_225,30.0,26.0,4.0
pegRNA_226,76.0,75.0,1.0
pegRNA_227,161.0,155.0,6.0
pegRNA_228,137.0,135.0,2.0
pegRNA_229,323.0,279.0,44.0
pegRNA_230,21.0,7.0,14.0
pegRNA_231,439.0,386.0,53.0
pegRNA_232,1.0,1.0,0.0
pegRNA_233,45.0,42.0,3.0
pegRNA_234,24.0,24.0,0.0
pegRNA_235,89.0,83.0,6.0
pegRNA_236,254.0,160.0,94.0
pegRNA_237,8.0,8.0,0.0
pegRNA_238,173.0,165.0,8.0
pegRNA_239,386.0,321.0,65.0
pegRNA_240,231.0,193.0,38.0
pegRNA_241,64.0,63.0,1.0
pegRNA_242,41.0,41.0,0.0
pegRNA_243,279.0,265.0,14.0
pegRNA_244,138.0,120.0,18.0
pegRNA_245,22.0,10.0,12.0
pegRNA_246,99.0,98.0,1.0
pegRNA_247,312.0,307.0,5.0
pegRNA_248,163.0,128.0,35.0
pegRNA_249,973.0,885.0,88.0
pegRNA_250,87.0,77.0,10.0
pegRNA_251,35.0,29.0,6.0
pegRNA_252,59.0,58.0,1.0
pegRNA_253,46.0,41.0,5.0
pegRNA_254,15.0,14.0,1.0
pegRNA_255,1.0,1.0,0.0
pegRNA_256,101.0,84.0,17.0
pegRNA_257,129.0,108.0,21.0
pegRNA_258,54.0,52.0,2.0
pegRNA_259,142.0,119.0,23.0
pegRNA_260,45.0,44.0,1.0
pegRNA_261,189.0,161.0,28.0
pegRNA_262,302.0,294.0,8.0
pegRNA_263,157.0,151.0,6.0
pegRNA_264,38.0,37.0,1.0
pegRNA_265,66.0,46.0,20.0
pegRNA_266,48.0,35.0,13.0
pegRNA_267,58.0,51.0,7.0
pegRNA_268,83.0,76.0,7.0
pegRNA_269,394.0,343.0,51.0
pegRNA_270,408.0,349.0,59.0
pegRNA_271,307.0,270.0,37.0
pegRNA_272,276.0,221.0,55.0
pegRNA_273,330.0,310.0,20.0
pegRNA_274,173.0,163.0,10.0
pegRNA_275,218.0,179.0,39.0
pegRNA_276,122.0,118.0,4.0
pegRNA_277,24.0,23.0,1.0
pegRNA_278,194.0,193.0,1.0
pegRNA_279,11.0,5.0,6.0
pegRNA_280,7.0,7.0,0.0
pegRNA_281,33.0,13.0,20.0
pegRNA_282,10.0,10.0,0.0
pegRNA_283,39.0,38.0,1.0
pegRNA_284,142.0,139.0,3.0
pegRNA_285,68.0,67.0,1.0
pegRNA_286,116.0,115.0,1.0
pegRNA_287,126.0,124.0,2.0
pegRNA_288,140.0,130.0,10.0
pegRNA_289,64.0,46.0,18.0
pegRNA_290,54.0,42.0,12.0
pegRNA_291,116.0,57.0,59.0
pegRNA_292,55.0,21.0,34.0
pegRNA_293,11.0,11.0,0.0
pegRNA_294,68.0,68.0,0.0
pegRNA_295,78.0,73.0,5.0
pegRNA_296,126.0,109.0,17.0
pegRNA_297,75.0,68.0,7.0
pegRNA_298,114.0,87.0,27.0
pegRNA_299,957.0,931.0,26.0
pegRNA_300,1475.0,1436.0,39.0
pegRNA_301,1049.0,992.0,57.0
pegRNA_302,1378.0,1181.0,197.0
pegRNA_303,994.0,965.0,29.0
pegRNA_304,1189.0,1126.0,63.0
pegRNA_305,1656.0,1644.0,12.0
pegRNA_306,1473.0,1445.0,28.0
pegRNA_307,1232.0,1187.0,45.0
pegRNA_308,1250.0,1174.0,76.0
pegRNA_309,315.0,312.0,3.0
pegRNA_310,172.0,170.0,2.0
pegRNA_311,163.0,133.0,30.0
pegRNA_312,136.0,133.0,3.0
pegRNA_313,38.0,38.0,0.0
pegRNA_314,50.0,12.0,38.0
pegRNA_315,34.0,14.0,20.0
pegRNA_316,466.0,413.0,53.0
pegRNA_317,124.0,108.0,16.0
pegRNA_318,46.0,44.0,2.0
pegRNA_319,627.0,578.0,49.0
pegRNA_320,60.0,37.0,23.0
pegRNA_321,22.0,22.0,0.0
pegRNA_322,120.0,101.0,19.0
pegRNA_323,131.0,118.0,13.0
pegRNA_324,377.0,316.0,61.0
pegRNA_325,5.0,2.0,3.0
pegRNA_326,215.0,202.0,13.0
pegRNA_327,75.0,73.0,2.0
pegRNA_328,242.0,218.0,24.0
pegRNA_329,92.0,91.0,1.0
pegRNA_330,87.0,56.0,31.0
pegRNA_331,82.0,81.0,1.0
pegRNA_332,194.0,176.0,18.0
pegRNA_333,5.0,5.0,0.0
pegRNA_334,38.0,11.0,27.0
pegRNA_335,210.0,178.0,32.0
pegRNA_336,110.0,90.0,20.0
pegRNA_337,199.0,151.0,48.0
pegRNA_338,51.0,50.0,1.0
pegRNA_339,12.0,6.0,6.0
pegRNA_340,62.0,38.0,24.0
pegRNA_341,137.0,113.0,24.0
pegRNA_342,13.0,10.0,3.0
pegRNA_343,46.0,45.0,1.0
pegRNA_344,84.0,72.0,12.0
pegRNA_345,10.0,10.0,0.0
pegRNA_346,29.0,27.0,2.0
pegRNA_347,12.0,12.0,0.0
pegRNA_348,46.0,14.0,32.0
pegRNA_349,74.0,72.0,2.0
pegRNA_350,21.0,21.0,0.0
pegRNA_351,121.0,120.0,1.0
pegRNA_352,45.0,45.0,0.0
pegRNA_353,44.0,31.0,13.0
pegRNA_354,18.0,10.0,8.0
pegRNA_355,89.0,85.0,4.0
pegRNA_356,148.0,131.0,17.0
pegRNA_357,30.0,18.0,12.0
pegRNA_358,59.0,39.0,20.0
pegRNA_359,74.0,72.0,2.0
pegRNA_360,90.0,88.0,2.0
pegRNA_361,35.0,20.0,15.0
pegRNA_362,15.0,8.0,7.0
pegRNA_363,166.0,141.0,25.0
pegRNA_364,98.0,83.0,15.0
pegRNA_365,14.0,14.0,0.0
pegRNA_366,28.0,20.0,8.0
pegRNA_367,10.0,7.0,3.0
pegRNA_368,32.0,29.0,3.0
pegRNA_369,0.0,0.0,0.0
pegRNA_370,5.0,5.0,0.0
pegRNA_371,21.0,1.0,20.0
pegRNA_372,0.0,0.0,0.0
pegRNA_373,35.0,2.0,33.0
pegRNA_374,4.0,4.0,0.0
pegRNA_375,31.0,3.0,28.0
pegRNA_376,102.0,72.0,30.0
pegRNA_377,93.0,67.0,26.0
pegRNA_378,53.0,53.0,0.0
pegRNA_379,151.0,131.0,20.0
pegRNA_380,166.0,144.0,22.0
pegRNA_381,52.0,52.0,0.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,64.0,33.0,31.0
pegRNA_384,34.0,16.0,18.0
pegRNA_385,26.0,22.0,4.0
pegRNA_386,110.0,101.0,9.0
pegRNA_387,114.0,100.0,14.0
pegRNA_388,47.0,44.0,3.0
pegRNA_389,38.0,37.0,1.0
pegRNA_390,264.0,242.0,22.0
pegRNA_391,136.0,130.0,6.0
pegRNA_392,33.0,19.0,14.0
pegRNA_393,89.0,23.0,66.0
pegRNA_394,64.0,21.0,43.0
pegRNA_395,32.0,24.0,8.0
pegRNA_396,1292.0,1245.0,47.0
pegRNA_397,2209.0,2132.0,77.0
pegRNA_398,36.0,36.0,0.0
pegRNA_399,114.0,74.0,40.0
pegRNA_400,21.0,18.0,3.0
pegRNA_401,277.0,274.0,3.0
pegRNA_402,60.0,60.0,0.0
pegRNA_403,547.0,491.0,56.0
pegRNA_404,309.0,254.0,55.0
pegRNA_405,184.0,175.0,9.0
pegRNA_406,98.0,96.0,2.0
pegRNA_407,64.0,58.0,6.0
pegRNA_408,87.0,72.0,15.0
pegRNA_409,107.0,105.0,2.0
pegRNA_410,1021.0,1005.0,16.0
pegRNA_411,486.0,414.0,72.0
pegRNA_412,910.0,878.0,32.0
pegRNA_413,1042.0,959.0,83.0
pegRNA_414,901.0,822.0,79.0
pegRNA_415,1768.0,1665.0,103.0
pegRNA_416,2079.0,1986.0,93.0
pegRNA_417,1706.0,1633.0,73.0
pegRNA_418,49.0,0.0,49.0
pegRNA_419,1223.0,1201.0,22.0
pegRNA_420,180.0,130.0,50.0
pegRNA_421,0.0,0.0,0.0
pegRNA_422,28.0,4.0,24.0
pegRNA_423,2042.0,1892.0,150.0
pegRNA_424,1529.0,1493.0,36.0
pegRNA_425,3846.0,3707.0,139.0
pegRNA_426,3110.0,3017.0,93.0
pegRNA_427,3461.0,3335.0,126.0
pegRNA_428,2823.0,2722.0,101.0
pegRNA_429,2739.0,2652.0,87.0
pegRNA_430,1424.0,1352.0,72.0
pegRNA_431,1504.0,1438.0,66.0
pegRNA_432,1945.0,1916.0,29.0
pegRNA_433,31.0,2.0,29.0
pegRNA_434,537.0,532.0,5.0
pegRNA_435,390.0,381.0,9.0
pegRNA_436,1316.0,1300.0,16.0
pegRNA_437,95.0,70.0,25.0
pegRNA_438,39.0,0.0,39.0
pegRNA_439,0.0,0.0,0.0
pegRNA_440,2215.0,2178.0,37.0
pegRNA_441,2026.0,1887.0,139.0
pegRNA_442,2258.0,2184.0,74.0
pegRNA_443,13.0,11.0,2.0
pegRNA_444,1017.0,954.0,63.0
pegRNA_445,1049.0,1021.0,28.0
pegRNA_446,3810.0,3732.0,78.0
pegRNA_447,3419.0,3371.0,48.0
pegRNA_448,3345.0,3256.0,89.0
pegRNA_449,3134.0,3063.0,71.0
pegRNA_450,857.0,817.0,40.0
pegRNA_451,343.0,301.0,42.0
pegRNA_452,456.0,404.0,52.0
pegRNA_453,2655.0,2485.0,170.0
pegRNA_454,2691.0,2642.0,49.0
pegRNA_455,1436.0,1377.0,59.0
pegRNA_456,1083.0,1068.0,15.0
pegRNA_457,992.0,980.0,12.0
pegRNA_458,1523.0,1459.0,64.0
pegRNA_459,744.0,689.0,55.0
pegRNA_460,1287.0,1198.0,89.0
pegRNA_461,566.0,527.0,39.0
pegRNA_462,0.0,0.0,0.0
pegRNA_463,367.0,346.0,21.0
pegRNA_464,1109.0,1063.0,46.0
pegRNA_465,596.0,560.0,36.0
pegRNA_466,963.0,946.0,17.0
pegRNA_467,778.0,749.0,29.0
pegRNA_468,479.0,464.0,15.0
pegRNA_469,1290.0,1190.0,100.0
pegRNA_470,582.0,548.0,34.0
pegRNA_471,839.0,819.0,20.0
pegRNA_472,1229.0,1188.0,41.0
pegRNA_473,1154.0,1110.0,44.0
pegRNA_474,1024.0,1001.0,23.0
pegRNA_475,724.0,706.0,18.0
pegRNA_476,566.0,492.0,74.0
pegRNA_477,1212.0,1173.0,39.0
pegRNA_478,998.0,912.0,86.0
pegRNA_479,1274.0,1233.0,41.0
pegRNA_480,1235.0,1199.0,36.0
pegRNA_481,1294.0,1229.0,65.0
pegRNA_482,1668.0,1596.0,72.0
pegRNA_483,1252.0,1217.0,35.0
pegRNA_484,1293.0,1166.0,127.0
pegRNA_485,519.0,491.0,28.0
pegRNA_486,1141.0,1018.0,123.0
pegRNA_487,895.0,883.0,12.0
pegRNA_488,1932.0,1870.0,62.0
pegRNA_489,1240.0,1222.0,18.0
pegRNA_490,1849.0,1794.0,55.0
pegRNA_491,1230.0,1120.0,110.0
pegRNA_492,971.0,932.0,39.0
pegRNA_493,895.0,874.0,21.0
pegRNA_494,1174.0,1151.0,23.0
pegRNA_495,1275.0,1233.0,42.0
pegRNA_496,744.0,695.0,49.0
pegRNA_497,725.0,665.0,60.0
pegRNA_498,1722.0,1662.0,60.0
pegRNA_499,1333.0,1308.0,25.0
pegRNA_500,766.0,732.0,34.0
