pegRNA_id,total,extracted,recombined
pegRNA_209,0.0,0.0,0.0
pegRNA_210,67.0,62.0,5.0
pegRNA_211,56.0,44.0,12.0
pegRNA_212,24.0,22.0,2.0
pegRNA_213,62.0,53.0,9.0
pegRNA_214,605.0,578.0,27.0
pegRNA_215,421.0,406.0,15.0
pegRNA_216,220.0,174.0,46.0
pegRNA_217,353.0,281.0,72.0
pegRNA_218,34.0,2.0,32.0
pegRNA_219,260.0,226.0,34.0
pegRNA_220,80.0,64.0,16.0
pegRNA_221,52.0,5.0,47.0
pegRNA_222,69.0,53.0,16.0
pegRNA_223,57.0,44.0,13.0
pegRNA_224,181.0,177.0,4.0
pegRNA_225,15.0,11.0,4.0
pegRNA_226,84.0,74.0,10.0
pegRNA_227,173.0,160.0,13.0
pegRNA_228,165.0,157.0,8.0
pegRNA_229,413.0,348.0,65.0
pegRNA_230,3.0,3.0,0.0
pegRNA_231,385.0,378.0,7.0
pegRNA_232,10.0,2.0,8.0
pegRNA_233,8.0,8.0,0.0
pegRNA_234,19.0,17.0,2.0
pegRNA_235,109.0,103.0,6.0
pegRNA_236,202.0,131.0,71.0
pegRNA_237,23.0,8.0,15.0
pegRNA_238,190.0,174.0,16.0
pegRNA_239,504.0,474.0,30.0
pegRNA_240,199.0,148.0,51.0
pegRNA_241,49.0,39.0,10.0
pegRNA_242,59.0,49.0,10.0
pegRNA_243,526.0,478.0,48.0
pegRNA_244,169.0,137.0,32.0
pegRNA_245,55.0,29.0,26.0
pegRNA_246,91.0,83.0,8.0
pegRNA_247,175.0,167.0,8.0
pegRNA_248,199.0,188.0,11.0
pegRNA_249,1153.0,1110.0,43.0
pegRNA_250,104.0,93.0,11.0
pegRNA_251,36.0,34.0,2.0
pegRNA_252,84.0,65.0,19.0
pegRNA_253,42.0,38.0,4.0
pegRNA_254,21.0,19.0,2.0
pegRNA_255,0.0,0.0,0.0
pegRNA_256,276.0,209.0,67.0
pegRNA_257,66.0,60.0,6.0
pegRNA_258,52.0,38.0,14.0
pegRNA_259,471.0,442.0,29.0
pegRNA_260,29.0,25.0,4.0
pegRNA_261,157.0,128.0,29.0
pegRNA_262,218.0,194.0,24.0
pegRNA_263,113.0,106.0,7.0
pegRNA_264,48.0,40.0,8.0
pegRNA_265,57.0,22.0,35.0
pegRNA_266,28.0,24.0,4.0
pegRNA_267,48.0,37.0,11.0
pegRNA_268,77.0,62.0,15.0
pegRNA_269,272.0,224.0,48.0
pegRNA_270,378.0,309.0,69.0
pegRNA_271,255.0,193.0,62.0
pegRNA_272,366.0,267.0,99.0
pegRNA_273,192.0,146.0,46.0
pegRNA_274,199.0,188.0,11.0
pegRNA_275,242.0,230.0,12.0
pegRNA_276,132.0,129.0,3.0
pegRNA_277,23.0,19.0,4.0
pegRNA_278,224.0,209.0,15.0
pegRNA_279,17.0,6.0,11.0
pegRNA_280,14.0,5.0,9.0
pegRNA_281,24.0,14.0,10.0
pegRNA_282,7.0,7.0,0.0
pegRNA_283,18.0,16.0,2.0
pegRNA_284,151.0,142.0,9.0
pegRNA_285,68.0,62.0,6.0
pegRNA_286,74.0,62.0,12.0
pegRNA_287,180.0,151.0,29.0
pegRNA_288,203.0,150.0,53.0
pegRNA_289,53.0,46.0,7.0
pegRNA_290,28.0,27.0,1.0
pegRNA_291,38.0,33.0,5.0
pegRNA_292,40.0,26.0,14.0
pegRNA_293,13.0,10.0,3.0
pegRNA_294,42.0,37.0,5.0
pegRNA_295,43.0,36.0,7.0
pegRNA_296,146.0,122.0,24.0
pegRNA_297,115.0,72.0,43.0
pegRNA_298,126.0,86.0,40.0
pegRNA_299,760.0,705.0,55.0
pegRNA_300,1237.0,1180.0,57.0
pegRNA_301,1127.0,1092.0,35.0
pegRNA_302,1435.0,1346.0,89.0
pegRNA_303,1039.0,966.0,73.0
pegRNA_304,1535.0,1480.0,55.0
pegRNA_305,1952.0,1896.0,56.0
pegRNA_306,1584.0,1503.0,81.0
pegRNA_307,1387.0,1340.0,47.0
pegRNA_308,1403.0,1351.0,52.0
pegRNA_309,280.0,272.0,8.0
pegRNA_310,300.0,291.0,9.0
pegRNA_311,234.0,212.0,22.0
pegRNA_312,95.0,94.0,1.0
pegRNA_313,62.0,61.0,1.0
pegRNA_314,25.0,24.0,1.0
pegRNA_315,24.0,5.0,19.0
pegRNA_316,509.0,485.0,24.0
pegRNA_317,69.0,51.0,18.0
pegRNA_318,111.0,107.0,4.0
pegRNA_319,542.0,499.0,43.0
pegRNA_320,74.0,68.0,6.0
pegRNA_321,48.0,36.0,12.0
pegRNA_322,121.0,95.0,26.0
pegRNA_323,102.0,90.0,12.0
pegRNA_324,488.0,381.0,107.0
pegRNA_325,1.0,1.0,0.0
pegRNA_326,416.0,343.0,73.0
pegRNA_327,64.0,59.0,5.0
pegRNA_328,164.0,147.0,17.0
pegRNA_329,73.0,32.0,41.0
pegRNA_330,76.0,67.0,9.0
pegRNA_331,61.0,59.0,2.0
pegRNA_332,146.0,103.0,43.0
pegRNA_333,16.0,3.0,13.0
pegRNA_334,42.0,17.0,25.0
pegRNA_335,284.0,237.0,47.0
pegRNA_336,139.0,107.0,32.0
pegRNA_337,155.0,135.0,20.0
pegRNA_338,63.0,60.0,3.0
pegRNA_339,26.0,18.0,8.0
pegRNA_340,129.0,115.0,14.0
pegRNA_341,152.0,132.0,20.0
pegRNA_342,23.0,14.0,9.0
pegRNA_343,101.0,89.0,12.0
pegRNA_344,60.0,51.0,9.0
pegRNA_345,7.0,7.0,0.0
pegRNA_346,25.0,22.0,3.0
pegRNA_347,19.0,15.0,4.0
pegRNA_348,31.0,13.0,18.0
pegRNA_349,92.0,81.0,11.0
pegRNA_350,8.0,8.0,0.0
pegRNA_351,125.0,123.0,2.0
pegRNA_352,45.0,44.0,1.0
pegRNA_353,48.0,45.0,3.0
pegRNA_354,21.0,17.0,4.0
pegRNA_355,123.0,105.0,18.0
pegRNA_356,135.0,94.0,41.0
pegRNA_357,65.0,24.0,41.0
pegRNA_358,88.0,51.0,37.0
pegRNA_359,91.0,67.0,24.0
pegRNA_360,68.0,57.0,11.0
pegRNA_361,16.0,15.0,1.0
pegRNA_362,28.0,20.0,8.0
pegRNA_363,122.0,102.0,20.0
pegRNA_364,99.0,74.0,25.0
pegRNA_365,38.0,26.0,12.0
pegRNA_366,20.0,20.0,0.0
pegRNA_367,2.0,2.0,0.0
pegRNA_368,24.0,18.0,6.0
pegRNA_369,1.0,1.0,0.0
pegRNA_370,4.0,2.0,2.0
pegRNA_371,4.0,0.0,4.0
pegRNA_372,0.0,0.0,0.0
pegRNA_373,3.0,0.0,3.0
pegRNA_374,4.0,4.0,0.0
pegRNA_375,45.0,25.0,20.0
pegRNA_376,96.0,80.0,16.0
pegRNA_377,36.0,36.0,0.0
pegRNA_378,42.0,36.0,6.0
pegRNA_379,117.0,87.0,30.0
pegRNA_380,153.0,130.0,23.0
pegRNA_381,49.0,40.0,9.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,78.0,50.0,28.0
pegRNA_384,26.0,22.0,4.0
pegRNA_385,26.0,22.0,4.0
pegRNA_386,146.0,111.0,35.0
pegRNA_387,112.0,91.0,21.0
pegRNA_388,39.0,31.0,8.0
pegRNA_389,24.0,20.0,4.0
pegRNA_390,279.0,233.0,46.0
pegRNA_391,153.0,129.0,24.0
pegRNA_392,78.0,14.0,64.0
pegRNA_393,48.0,29.0,19.0
pegRNA_394,58.0,25.0,33.0
pegRNA_395,9.0,7.0,2.0
pegRNA_396,1155.0,1097.0,58.0
pegRNA_397,2674.0,2548.0,126.0
pegRNA_398,24.0,20.0,4.0
pegRNA_399,99.0,83.0,16.0
pegRNA_400,44.0,10.0,34.0
pegRNA_401,161.0,157.0,4.0
pegRNA_402,78.0,72.0,6.0
pegRNA_403,659.0,604.0,55.0
pegRNA_404,356.0,339.0,17.0
pegRNA_405,145.0,134.0,11.0
pegRNA_406,189.0,143.0,46.0
pegRNA_407,118.0,79.0,39.0
pegRNA_408,110.0,102.0,8.0
pegRNA_409,102.0,87.0,15.0
pegRNA_410,1491.0,1376.0,115.0
pegRNA_411,474.0,402.0,72.0
pegRNA_412,943.0,888.0,55.0
pegRNA_413,1391.0,1306.0,85.0
pegRNA_414,964.0,922.0,42.0
pegRNA_415,2042.0,1947.0,95.0
pegRNA_416,1985.0,1937.0,48.0
pegRNA_417,2089.0,2030.0,59.0
pegRNA_418,51.0,0.0,51.0
pegRNA_419,1012.0,982.0,30.0
pegRNA_420,237.0,172.0,65.0
pegRNA_421,13.0,4.0,9.0
pegRNA_422,26.0,2.0,24.0
pegRNA_423,2035.0,1921.0,114.0
pegRNA_424,763.0,656.0,107.0
pegRNA_425,4658.0,4430.0,228.0
pegRNA_426,4073.0,3938.0,135.0
pegRNA_427,4329.0,4154.0,175.0
pegRNA_428,2718.0,2647.0,71.0
pegRNA_429,2960.0,2844.0,116.0
pegRNA_430,2313.0,2213.0,100.0
pegRNA_431,1942.0,1824.0,118.0
pegRNA_432,2010.0,1911.0,99.0
pegRNA_433,1.0,1.0,0.0
pegRNA_434,618.0,551.0,67.0
pegRNA_435,430.0,409.0,21.0
pegRNA_436,1902.0,1834.0,68.0
pegRNA_437,161.0,104.0,57.0
pegRNA_438,121.0,7.0,114.0
pegRNA_439,0.0,0.0,0.0
pegRNA_440,2625.0,2496.0,129.0
pegRNA_441,2681.0,2555.0,126.0
pegRNA_442,2492.0,2358.0,134.0
pegRNA_443,50.0,3.0,47.0
pegRNA_444,1547.0,1481.0,66.0
pegRNA_445,1478.0,1410.0,68.0
pegRNA_446,4743.0,4556.0,187.0
pegRNA_447,3824.0,3679.0,145.0
pegRNA_448,4486.0,4338.0,148.0
pegRNA_449,4053.0,3904.0,149.0
pegRNA_450,1054.0,1010.0,44.0
pegRNA_451,327.0,285.0,42.0
pegRNA_452,366.0,337.0,29.0
pegRNA_453,3316.0,3170.0,146.0
pegRNA_454,3139.0,3068.0,71.0
pegRNA_455,1816.0,1768.0,48.0
pegRNA_456,1540.0,1441.0,99.0
pegRNA_457,1366.0,1290.0,76.0
pegRNA_458,1781.0,1713.0,68.0
pegRNA_459,751.0,665.0,86.0
pegRNA_460,1717.0,1632.0,85.0
pegRNA_461,464.0,460.0,4.0
pegRNA_462,0.0,0.0,0.0
pegRNA_463,479.0,440.0,39.0
pegRNA_464,1258.0,1188.0,70.0
pegRNA_465,601.0,572.0,29.0
pegRNA_466,1029.0,944.0,85.0
pegRNA_467,906.0,859.0,47.0
pegRNA_468,539.0,508.0,31.0
pegRNA_469,1097.0,1036.0,61.0
pegRNA_470,1057.0,984.0,73.0
pegRNA_471,871.0,828.0,43.0
pegRNA_472,1586.0,1489.0,97.0
pegRNA_473,1240.0,1192.0,48.0
pegRNA_474,1111.0,1064.0,47.0
pegRNA_475,915.0,840.0,75.0
pegRNA_476,603.0,561.0,42.0
pegRNA_477,2224.0,2158.0,66.0
pegRNA_478,1284.0,1255.0,29.0
pegRNA_479,1400.0,1347.0,53.0
pegRNA_480,1790.0,1675.0,115.0
pegRNA_481,1361.0,1306.0,55.0
pegRNA_482,1825.0,1718.0,107.0
pegRNA_483,1623.0,1574.0,49.0
pegRNA_484,1264.0,1192.0,72.0
pegRNA_485,753.0,712.0,41.0
pegRNA_486,1263.0,1194.0,69.0
pegRNA_487,844.0,825.0,19.0
pegRNA_488,2135.0,2032.0,103.0
pegRNA_489,1773.0,1631.0,142.0
pegRNA_490,2353.0,2258.0,95.0
pegRNA_491,1212.0,1172.0,40.0
pegRNA_492,955.0,937.0,18.0
pegRNA_493,1386.0,1325.0,61.0
pegRNA_494,1373.0,1315.0,58.0
pegRNA_495,1733.0,1691.0,42.0
pegRNA_496,1165.0,1100.0,65.0
pegRNA_497,984.0,919.0,65.0
pegRNA_498,1875.0,1813.0,62.0
pegRNA_499,1934.0,1835.0,99.0
pegRNA_500,1005.0,940.0,65.0
