pegRNA_id,total,extracted,recombined
pegRNA_1,110.0,98.0,12.0
pegRNA_2,508.0,486.0,22.0
pegRNA_3,175.0,58.0,117.0
pegRNA_4,99.0,57.0,42.0
pegRNA_5,159.0,123.0,36.0
pegRNA_6,540.0,519.0,21.0
pegRNA_7,900.0,781.0,119.0
pegRNA_8,122.0,85.0,37.0
pegRNA_9,44.0,44.0,0.0
pegRNA_10,73.0,71.0,2.0
pegRNA_11,33.0,29.0,4.0
pegRNA_12,186.0,156.0,30.0
pegRNA_13,62.0,3.0,59.0
pegRNA_14,139.0,133.0,6.0
pegRNA_15,23.0,23.0,0.0
pegRNA_16,283.0,258.0,25.0
pegRNA_17,183.0,132.0,51.0
pegRNA_18,400.0,381.0,19.0
pegRNA_19,92.0,84.0,8.0
pegRNA_20,44.0,41.0,3.0
pegRNA_21,1.0,1.0,0.0
pegRNA_22,150.0,78.0,72.0
pegRNA_23,17.0,4.0,13.0
pegRNA_24,18.0,7.0,11.0
pegRNA_25,35.0,34.0,1.0
pegRNA_26,16.0,6.0,10.0
pegRNA_27,95.0,37.0,58.0
pegRNA_28,2.0,2.0,0.0
pegRNA_29,285.0,253.0,32.0
pegRNA_30,162.0,105.0,57.0
pegRNA_31,26.0,11.0,15.0
pegRNA_32,47.0,47.0,0.0
pegRNA_33,31.0,30.0,1.0
pegRNA_34,142.0,139.0,3.0
pegRNA_35,116.0,78.0,38.0
pegRNA_36,582.0,531.0,51.0
pegRNA_37,277.0,259.0,18.0
pegRNA_38,182.0,154.0,28.0
pegRNA_39,453.0,360.0,93.0
pegRNA_40,80.0,62.0,18.0
pegRNA_41,165.0,152.0,13.0
pegRNA_42,78.0,50.0,28.0
pegRNA_43,111.0,58.0,53.0
pegRNA_44,307.0,300.0,7.0
pegRNA_45,101.0,87.0,14.0
pegRNA_46,262.0,183.0,79.0
pegRNA_47,109.0,50.0,59.0
pegRNA_48,89.0,70.0,19.0
pegRNA_49,310.0,287.0,23.0
pegRNA_50,78.0,74.0,4.0
pegRNA_51,39.0,24.0,15.0
pegRNA_52,23.0,22.0,1.0
pegRNA_53,47.0,47.0,0.0
pegRNA_54,59.0,12.0,47.0
pegRNA_55,21.0,20.0,1.0
pegRNA_56,73.0,56.0,17.0
pegRNA_57,53.0,52.0,1.0
pegRNA_58,176.0,146.0,30.0
pegRNA_59,124.0,93.0,31.0
pegRNA_60,30.0,26.0,4.0
pegRNA_61,122.0,31.0,91.0
pegRNA_62,26.0,21.0,5.0
pegRNA_63,37.0,28.0,9.0
pegRNA_64,95.0,79.0,16.0
pegRNA_65,558.0,489.0,69.0
pegRNA_66,14.0,11.0,3.0
pegRNA_67,313.0,238.0,75.0
pegRNA_68,167.0,150.0,17.0
pegRNA_69,39.0,1.0,38.0
pegRNA_70,80.0,37.0,43.0
pegRNA_71,27.0,17.0,10.0
pegRNA_72,5.0,5.0,0.0
pegRNA_73,53.0,52.0,1.0
pegRNA_74,56.0,37.0,19.0
pegRNA_75,372.0,357.0,15.0
pegRNA_76,265.0,250.0,15.0
pegRNA_77,236.0,195.0,41.0
pegRNA_78,86.0,81.0,5.0
pegRNA_79,417.0,410.0,7.0
pegRNA_80,190.0,182.0,8.0
pegRNA_81,276.0,209.0,67.0
pegRNA_82,149.0,85.0,64.0
pegRNA_83,65.0,55.0,10.0
pegRNA_84,179.0,150.0,29.0
pegRNA_85,203.0,186.0,17.0
pegRNA_86,137.0,95.0,42.0
pegRNA_87,127.0,95.0,32.0
pegRNA_88,253.0,212.0,41.0
pegRNA_89,13.0,11.0,2.0
pegRNA_90,61.0,61.0,0.0
pegRNA_91,781.0,713.0,68.0
pegRNA_92,152.0,141.0,11.0
pegRNA_93,176.0,96.0,80.0
pegRNA_94,60.0,44.0,16.0
pegRNA_95,54.0,5.0,49.0
pegRNA_96,107.0,81.0,26.0
pegRNA_97,68.0,38.0,30.0
pegRNA_98,29.0,2.0,27.0
pegRNA_99,278.0,257.0,21.0
pegRNA_100,42.0,11.0,31.0
pegRNA_101,187.0,177.0,10.0
pegRNA_102,98.0,97.0,1.0
pegRNA_103,207.0,172.0,35.0
pegRNA_104,123.0,112.0,11.0
pegRNA_105,79.0,72.0,7.0
pegRNA_106,62.0,39.0,23.0
pegRNA_107,104.0,100.0,4.0
pegRNA_108,28.0,13.0,15.0
pegRNA_109,169.0,133.0,36.0
pegRNA_110,47.0,46.0,1.0
pegRNA_111,80.0,69.0,11.0
pegRNA_112,130.0,114.0,16.0
pegRNA_113,182.0,173.0,9.0
pegRNA_114,571.0,510.0,61.0
pegRNA_115,18.0,7.0,11.0
pegRNA_116,140.0,107.0,33.0
pegRNA_117,24.0,21.0,3.0
pegRNA_118,39.0,38.0,1.0
pegRNA_119,117.0,76.0,41.0
pegRNA_120,176.0,168.0,8.0
pegRNA_121,63.0,44.0,19.0
pegRNA_122,1093.0,1033.0,60.0
pegRNA_123,118.0,99.0,19.0
pegRNA_124,1079.0,1005.0,74.0
pegRNA_125,466.0,449.0,17.0
pegRNA_126,300.0,273.0,27.0
pegRNA_127,206.0,195.0,11.0
pegRNA_128,125.0,57.0,68.0
pegRNA_129,113.0,102.0,11.0
pegRNA_130,23.0,21.0,2.0
pegRNA_131,504.0,471.0,33.0
pegRNA_132,481.0,465.0,16.0
pegRNA_133,528.0,518.0,10.0
pegRNA_134,349.0,314.0,35.0
pegRNA_135,327.0,245.0,82.0
pegRNA_136,3.0,3.0,0.0
pegRNA_137,15.0,10.0,5.0
pegRNA_138,34.0,29.0,5.0
pegRNA_139,72.0,4.0,68.0
pegRNA_140,43.0,5.0,38.0
pegRNA_141,70.0,68.0,2.0
pegRNA_142,73.0,19.0,54.0
pegRNA_143,242.0,179.0,63.0
pegRNA_144,9.0,9.0,0.0
pegRNA_145,70.0,37.0,33.0
pegRNA_146,1673.0,1613.0,60.0
pegRNA_147,3943.0,3741.0,202.0
pegRNA_148,11.0,9.0,2.0
pegRNA_149,2700.0,2583.0,117.0
pegRNA_150,3306.0,3188.0,118.0
pegRNA_151,9.0,7.0,2.0
pegRNA_152,25.0,6.0,19.0
pegRNA_153,1.0,1.0,0.0
pegRNA_154,127.0,122.0,5.0
pegRNA_155,24.0,24.0,0.0
pegRNA_156,894.0,791.0,103.0
pegRNA_157,1205.0,1138.0,67.0
pegRNA_158,1124.0,992.0,132.0
pegRNA_159,319.0,271.0,48.0
pegRNA_160,7.0,4.0,3.0
pegRNA_161,78.0,41.0,37.0
pegRNA_162,140.0,89.0,51.0
pegRNA_163,99.0,75.0,24.0
pegRNA_164,51.0,23.0,28.0
pegRNA_165,11.0,4.0,7.0
pegRNA_166,326.0,308.0,18.0
pegRNA_167,211.0,168.0,43.0
pegRNA_168,38.0,37.0,1.0
pegRNA_169,28.0,14.0,14.0
pegRNA_170,91.0,83.0,8.0
pegRNA_171,71.0,60.0,11.0
pegRNA_172,271.0,238.0,33.0
pegRNA_173,71.0,66.0,5.0
pegRNA_174,9.0,9.0,0.0
pegRNA_175,458.0,337.0,121.0
pegRNA_176,112.0,44.0,68.0
pegRNA_177,140.0,118.0,22.0
pegRNA_178,10.0,3.0,7.0
pegRNA_179,16.0,8.0,8.0
pegRNA_180,1.0,1.0,0.0
pegRNA_181,82.0,63.0,19.0
pegRNA_182,194.0,129.0,65.0
pegRNA_183,107.0,93.0,14.0
pegRNA_184,123.0,118.0,5.0
pegRNA_185,375.0,317.0,58.0
pegRNA_186,86.0,66.0,20.0
pegRNA_187,117.0,97.0,20.0
pegRNA_188,37.0,31.0,6.0
pegRNA_189,30.0,27.0,3.0
pegRNA_190,166.0,159.0,7.0
pegRNA_191,22.0,15.0,7.0
pegRNA_192,19.0,17.0,2.0
pegRNA_193,57.0,45.0,12.0
pegRNA_194,37.0,29.0,8.0
pegRNA_195,319.0,306.0,13.0
pegRNA_196,26.0,26.0,0.0
pegRNA_197,13.0,13.0,0.0
pegRNA_198,18.0,15.0,3.0
pegRNA_199,65.0,42.0,23.0
pegRNA_200,8.0,8.0,0.0
pegRNA_201,130.0,128.0,2.0
pegRNA_202,89.0,80.0,9.0
pegRNA_203,110.0,98.0,12.0
pegRNA_204,75.0,68.0,7.0
pegRNA_205,134.0,104.0,30.0
pegRNA_206,67.0,42.0,25.0
pegRNA_207,74.0,34.0,40.0
pegRNA_208,61.0,59.0,2.0
pegRNA_209,0.0,0.0,0.0
pegRNA_210,77.0,69.0,8.0
pegRNA_211,68.0,56.0,12.0
pegRNA_212,49.0,42.0,7.0
pegRNA_213,132.0,109.0,23.0
pegRNA_214,915.0,764.0,151.0
pegRNA_215,471.0,436.0,35.0
pegRNA_216,247.0,211.0,36.0
pegRNA_217,608.0,539.0,69.0
pegRNA_218,58.0,41.0,17.0
pegRNA_219,363.0,324.0,39.0
pegRNA_220,143.0,110.0,33.0
pegRNA_221,105.0,16.0,89.0
pegRNA_222,64.0,62.0,2.0
pegRNA_223,76.0,74.0,2.0
pegRNA_224,303.0,298.0,5.0
pegRNA_225,64.0,28.0,36.0
pegRNA_226,85.0,82.0,3.0
pegRNA_227,195.0,172.0,23.0
pegRNA_228,209.0,197.0,12.0
pegRNA_229,664.0,539.0,125.0
pegRNA_230,16.0,7.0,9.0
pegRNA_231,497.0,461.0,36.0
pegRNA_232,18.0,4.0,14.0
pegRNA_233,16.0,14.0,2.0
pegRNA_234,21.0,18.0,3.0
pegRNA_235,104.0,94.0,10.0
pegRNA_236,228.0,160.0,68.0
pegRNA_237,15.0,7.0,8.0
pegRNA_238,284.0,230.0,54.0
pegRNA_239,730.0,649.0,81.0
pegRNA_240,333.0,285.0,48.0
pegRNA_241,68.0,57.0,11.0
pegRNA_242,86.0,79.0,7.0
pegRNA_243,637.0,600.0,37.0
pegRNA_244,283.0,258.0,25.0
pegRNA_245,27.0,18.0,9.0
pegRNA_246,188.0,177.0,11.0
pegRNA_247,376.0,359.0,17.0
pegRNA_248,221.0,205.0,16.0
pegRNA_249,1675.0,1617.0,58.0
pegRNA_250,154.0,148.0,6.0
pegRNA_251,93.0,91.0,2.0
pegRNA_252,108.0,87.0,21.0
pegRNA_253,59.0,50.0,9.0
pegRNA_254,33.0,33.0,0.0
pegRNA_255,1.0,1.0,0.0
pegRNA_256,415.0,344.0,71.0
pegRNA_257,163.0,104.0,59.0
pegRNA_258,83.0,75.0,8.0
pegRNA_259,800.0,740.0,60.0
pegRNA_260,55.0,50.0,5.0
pegRNA_261,426.0,397.0,29.0
pegRNA_262,443.0,421.0,22.0
pegRNA_263,186.0,174.0,12.0
pegRNA_264,129.0,117.0,12.0
pegRNA_265,121.0,91.0,30.0
pegRNA_266,57.0,55.0,2.0
pegRNA_267,58.0,45.0,13.0
pegRNA_268,126.0,110.0,16.0
pegRNA_269,502.0,384.0,118.0
pegRNA_270,672.0,543.0,129.0
pegRNA_271,428.0,302.0,126.0
pegRNA_272,506.0,358.0,148.0
pegRNA_273,320.0,265.0,55.0
pegRNA_274,301.0,227.0,74.0
pegRNA_275,615.0,551.0,64.0
pegRNA_276,223.0,207.0,16.0
pegRNA_277,45.0,38.0,7.0
pegRNA_278,397.0,354.0,43.0
pegRNA_279,11.0,8.0,3.0
pegRNA_280,20.0,12.0,8.0
pegRNA_281,21.0,17.0,4.0
pegRNA_282,3.0,3.0,0.0
pegRNA_283,34.0,31.0,3.0
pegRNA_284,246.0,182.0,64.0
pegRNA_285,96.0,85.0,11.0
pegRNA_286,90.0,87.0,3.0
pegRNA_287,209.0,134.0,75.0
pegRNA_288,189.0,146.0,43.0
pegRNA_289,48.0,46.0,2.0
pegRNA_290,94.0,46.0,48.0
pegRNA_291,124.0,63.0,61.0
pegRNA_292,50.0,38.0,12.0
pegRNA_293,22.0,16.0,6.0
pegRNA_294,53.0,50.0,3.0
pegRNA_295,121.0,116.0,5.0
pegRNA_296,238.0,174.0,64.0
pegRNA_297,205.0,136.0,69.0
pegRNA_298,133.0,102.0,31.0
pegRNA_299,1367.0,1299.0,68.0
pegRNA_300,2011.0,1900.0,111.0
pegRNA_301,1846.0,1750.0,96.0
pegRNA_302,2382.0,2340.0,42.0
pegRNA_303,1914.0,1811.0,103.0
pegRNA_304,2670.0,2570.0,100.0
pegRNA_305,2599.0,2515.0,84.0
pegRNA_306,2841.0,2706.0,135.0
pegRNA_307,2746.0,2611.0,135.0
pegRNA_308,2044.0,1976.0,68.0
pegRNA_309,387.0,368.0,19.0
pegRNA_310,280.0,280.0,0.0
pegRNA_311,455.0,420.0,35.0
pegRNA_312,131.0,115.0,16.0
pegRNA_313,60.0,59.0,1.0
pegRNA_314,101.0,17.0,84.0
pegRNA_315,61.0,22.0,39.0
pegRNA_316,685.0,642.0,43.0
pegRNA_317,116.0,103.0,13.0
pegRNA_318,151.0,122.0,29.0
pegRNA_319,828.0,785.0,43.0
pegRNA_320,88.0,71.0,17.0
pegRNA_321,56.0,50.0,6.0
pegRNA_322,163.0,145.0,18.0
pegRNA_323,129.0,123.0,6.0
pegRNA_324,879.0,777.0,102.0
pegRNA_325,2.0,2.0,0.0
pegRNA_326,487.0,414.0,73.0
pegRNA_327,103.0,88.0,15.0
pegRNA_328,296.0,266.0,30.0
pegRNA_329,97.0,69.0,28.0
pegRNA_330,76.0,72.0,4.0
pegRNA_331,73.0,72.0,1.0
pegRNA_332,301.0,245.0,56.0
pegRNA_333,9.0,6.0,3.0
pegRNA_334,99.0,12.0,87.0
pegRNA_335,421.0,381.0,40.0
pegRNA_336,121.0,108.0,13.0
pegRNA_337,195.0,180.0,15.0
pegRNA_338,70.0,61.0,9.0
pegRNA_339,37.0,29.0,8.0
pegRNA_340,115.0,84.0,31.0
pegRNA_341,147.0,136.0,11.0
pegRNA_342,48.0,31.0,17.0
pegRNA_343,62.0,50.0,12.0
pegRNA_344,83.0,74.0,9.0
pegRNA_345,6.0,6.0,0.0
pegRNA_346,61.0,43.0,18.0
pegRNA_347,14.0,14.0,0.0
pegRNA_348,51.0,36.0,15.0
pegRNA_349,120.0,110.0,10.0
pegRNA_350,11.0,10.0,1.0
pegRNA_351,173.0,162.0,11.0
pegRNA_352,92.0,76.0,16.0
pegRNA_353,60.0,50.0,10.0
pegRNA_354,22.0,11.0,11.0
pegRNA_355,135.0,128.0,7.0
pegRNA_356,168.0,167.0,1.0
pegRNA_357,93.0,40.0,53.0
pegRNA_358,128.0,67.0,61.0
pegRNA_359,106.0,95.0,11.0
pegRNA_360,169.0,167.0,2.0
