pegRNA_id,total,extracted,recombined
pegRNA_67,204.0,137.0,67.0
pegRNA_68,226.0,182.0,44.0
pegRNA_69,70.0,21.0,49.0
pegRNA_70,37.0,22.0,15.0
pegRNA_71,22.0,22.0,0.0
pegRNA_72,14.0,8.0,6.0
pegRNA_73,48.0,39.0,9.0
pegRNA_74,89.0,50.0,39.0
pegRNA_75,335.0,293.0,42.0
pegRNA_76,133.0,121.0,12.0
pegRNA_77,129.0,109.0,20.0
pegRNA_78,50.0,46.0,4.0
pegRNA_79,281.0,270.0,11.0
pegRNA_80,132.0,121.0,11.0
pegRNA_81,178.0,141.0,37.0
pegRNA_82,133.0,68.0,65.0
pegRNA_83,37.0,33.0,4.0
pegRNA_84,150.0,72.0,78.0
pegRNA_85,155.0,150.0,5.0
pegRNA_86,87.0,69.0,18.0
pegRNA_87,67.0,49.0,18.0
pegRNA_88,241.0,214.0,27.0
pegRNA_89,9.0,6.0,3.0
pegRNA_90,28.0,23.0,5.0
pegRNA_91,917.0,875.0,42.0
pegRNA_92,117.0,89.0,28.0
pegRNA_93,114.0,74.0,40.0
pegRNA_94,65.0,54.0,11.0
pegRNA_95,8.0,4.0,4.0
pegRNA_96,53.0,46.0,7.0
pegRNA_97,28.0,14.0,14.0
pegRNA_98,0.0,0.0,0.0
pegRNA_99,150.0,137.0,13.0
pegRNA_100,41.0,8.0,33.0
pegRNA_101,256.0,234.0,22.0
pegRNA_102,125.0,97.0,28.0
pegRNA_103,233.0,204.0,29.0
pegRNA_104,138.0,115.0,23.0
pegRNA_105,110.0,92.0,18.0
pegRNA_106,45.0,40.0,5.0
pegRNA_107,124.0,115.0,9.0
pegRNA_108,19.0,17.0,2.0
pegRNA_109,133.0,108.0,25.0
pegRNA_110,45.0,43.0,2.0
pegRNA_111,122.0,120.0,2.0
pegRNA_112,134.0,120.0,14.0
pegRNA_113,226.0,205.0,21.0
pegRNA_114,631.0,514.0,117.0
pegRNA_115,6.0,5.0,1.0
pegRNA_116,160.0,128.0,32.0
pegRNA_117,33.0,32.0,1.0
pegRNA_118,31.0,23.0,8.0
pegRNA_119,128.0,88.0,40.0
pegRNA_120,222.0,202.0,20.0
pegRNA_121,65.0,43.0,22.0
pegRNA_122,838.0,739.0,99.0
pegRNA_123,123.0,93.0,30.0
pegRNA_124,980.0,895.0,85.0
pegRNA_125,625.0,555.0,70.0
pegRNA_126,335.0,313.0,22.0
pegRNA_127,167.0,146.0,21.0
pegRNA_128,71.0,43.0,28.0
pegRNA_129,180.0,163.0,17.0
pegRNA_130,8.0,7.0,1.0
pegRNA_131,255.0,227.0,28.0
pegRNA_132,292.0,256.0,36.0
pegRNA_133,332.0,272.0,60.0
pegRNA_134,201.0,188.0,13.0
pegRNA_135,177.0,167.0,10.0
pegRNA_136,26.0,2.0,24.0
pegRNA_137,12.0,8.0,4.0
pegRNA_138,16.0,10.0,6.0
pegRNA_139,11.0,2.0,9.0
pegRNA_140,3.0,3.0,0.0
pegRNA_141,17.0,15.0,2.0
pegRNA_142,16.0,15.0,1.0
pegRNA_143,166.0,164.0,2.0
pegRNA_144,19.0,13.0,6.0
pegRNA_145,53.0,36.0,17.0
pegRNA_146,1687.0,1582.0,105.0
pegRNA_147,3725.0,3499.0,226.0
pegRNA_148,9.0,7.0,2.0
pegRNA_149,2782.0,2618.0,164.0
pegRNA_150,2891.0,2711.0,180.0
pegRNA_151,1.0,1.0,0.0
pegRNA_152,23.0,6.0,17.0
pegRNA_153,17.0,1.0,16.0
pegRNA_154,81.0,77.0,4.0
pegRNA_155,22.0,11.0,11.0
pegRNA_156,744.0,638.0,106.0
pegRNA_157,992.0,868.0,124.0
pegRNA_158,799.0,658.0,141.0
pegRNA_159,322.0,267.0,55.0
pegRNA_160,4.0,4.0,0.0
pegRNA_161,92.0,38.0,54.0
pegRNA_162,92.0,55.0,37.0
pegRNA_163,144.0,79.0,65.0
pegRNA_164,34.0,23.0,11.0
pegRNA_165,24.0,2.0,22.0
pegRNA_166,404.0,370.0,34.0
pegRNA_167,299.0,267.0,32.0
pegRNA_168,36.0,34.0,2.0
pegRNA_169,33.0,17.0,16.0
pegRNA_170,183.0,118.0,65.0
pegRNA_171,104.0,87.0,17.0
pegRNA_172,302.0,257.0,45.0
pegRNA_173,82.0,71.0,11.0
pegRNA_174,4.0,4.0,0.0
pegRNA_175,446.0,355.0,91.0
pegRNA_176,60.0,37.0,23.0
pegRNA_177,96.0,83.0,13.0
pegRNA_178,3.0,0.0,3.0
pegRNA_179,12.0,9.0,3.0
pegRNA_180,14.0,2.0,12.0
pegRNA_181,71.0,56.0,15.0
pegRNA_182,160.0,127.0,33.0
pegRNA_183,105.0,90.0,15.0
pegRNA_184,120.0,102.0,18.0
pegRNA_185,349.0,285.0,64.0
pegRNA_186,108.0,75.0,33.0
pegRNA_187,189.0,145.0,44.0
pegRNA_188,51.0,13.0,38.0
pegRNA_189,31.0,16.0,15.0
pegRNA_190,71.0,65.0,6.0
pegRNA_191,18.0,18.0,0.0
pegRNA_192,48.0,35.0,13.0
pegRNA_193,39.0,31.0,8.0
pegRNA_194,35.0,26.0,9.0
pegRNA_195,314.0,279.0,35.0
pegRNA_196,32.0,31.0,1.0
pegRNA_197,25.0,10.0,15.0
pegRNA_198,21.0,6.0,15.0
pegRNA_199,36.0,29.0,7.0
pegRNA_200,17.0,6.0,11.0
pegRNA_201,175.0,160.0,15.0
pegRNA_202,101.0,90.0,11.0
pegRNA_203,180.0,140.0,40.0
pegRNA_204,68.0,63.0,5.0
pegRNA_205,174.0,116.0,58.0
pegRNA_206,92.0,61.0,31.0
pegRNA_207,91.0,39.0,52.0
pegRNA_208,61.0,56.0,5.0
pegRNA_209,0.0,0.0,0.0
pegRNA_210,75.0,73.0,2.0
pegRNA_211,88.0,65.0,23.0
pegRNA_212,63.0,48.0,15.0
pegRNA_213,129.0,87.0,42.0
pegRNA_214,697.0,622.0,75.0
pegRNA_215,582.0,524.0,58.0
pegRNA_216,325.0,279.0,46.0
pegRNA_217,439.0,293.0,146.0
pegRNA_218,50.0,28.0,22.0
pegRNA_219,238.0,210.0,28.0
pegRNA_220,111.0,77.0,34.0
pegRNA_221,55.0,5.0,50.0
pegRNA_222,95.0,86.0,9.0
pegRNA_223,82.0,58.0,24.0
pegRNA_224,293.0,281.0,12.0
pegRNA_225,34.0,9.0,25.0
pegRNA_226,107.0,102.0,5.0
pegRNA_227,256.0,230.0,26.0
pegRNA_228,243.0,230.0,13.0
pegRNA_229,585.0,486.0,99.0
pegRNA_230,11.0,8.0,3.0
pegRNA_231,534.0,489.0,45.0
pegRNA_232,26.0,5.0,21.0
pegRNA_233,19.0,18.0,1.0
pegRNA_234,21.0,16.0,5.0
pegRNA_235,80.0,73.0,7.0
pegRNA_236,280.0,196.0,84.0
pegRNA_237,47.0,12.0,35.0
pegRNA_238,308.0,250.0,58.0
pegRNA_239,694.0,613.0,81.0
pegRNA_240,416.0,308.0,108.0
pegRNA_241,104.0,79.0,25.0
pegRNA_242,78.0,70.0,8.0
pegRNA_243,572.0,526.0,46.0
pegRNA_244,256.0,233.0,23.0
pegRNA_245,42.0,14.0,28.0
pegRNA_246,184.0,172.0,12.0
pegRNA_247,358.0,340.0,18.0
pegRNA_248,317.0,276.0,41.0
pegRNA_249,1366.0,1254.0,112.0
pegRNA_250,213.0,188.0,25.0
pegRNA_251,88.0,79.0,9.0
pegRNA_252,70.0,53.0,17.0
pegRNA_253,85.0,72.0,13.0
pegRNA_254,50.0,44.0,6.0
pegRNA_255,1.0,0.0,1.0
pegRNA_256,203.0,149.0,54.0
pegRNA_257,76.0,70.0,6.0
pegRNA_258,99.0,65.0,34.0
pegRNA_259,321.0,298.0,23.0
pegRNA_260,46.0,42.0,4.0
pegRNA_261,186.0,127.0,59.0
pegRNA_262,192.0,175.0,17.0
pegRNA_263,87.0,80.0,7.0
pegRNA_264,99.0,84.0,15.0
pegRNA_265,65.0,59.0,6.0
pegRNA_266,34.0,32.0,2.0
pegRNA_267,78.0,46.0,32.0
pegRNA_268,142.0,121.0,21.0
pegRNA_269,526.0,377.0,149.0
pegRNA_270,612.0,448.0,164.0
pegRNA_271,399.0,281.0,118.0
pegRNA_272,397.0,324.0,73.0
pegRNA_273,300.0,226.0,74.0
pegRNA_274,416.0,346.0,70.0
pegRNA_275,602.0,541.0,61.0
pegRNA_276,186.0,170.0,16.0
pegRNA_277,40.0,31.0,9.0
pegRNA_278,457.0,408.0,49.0
pegRNA_279,10.0,1.0,9.0
pegRNA_280,16.0,11.0,5.0
pegRNA_281,19.0,13.0,6.0
pegRNA_282,6.0,5.0,1.0
pegRNA_283,33.0,32.0,1.0
pegRNA_284,223.0,181.0,42.0
pegRNA_285,110.0,95.0,15.0
pegRNA_286,85.0,78.0,7.0
pegRNA_287,215.0,206.0,9.0
pegRNA_288,256.0,195.0,61.0
pegRNA_289,59.0,52.0,7.0
pegRNA_290,69.0,57.0,12.0
pegRNA_291,162.0,95.0,67.0
pegRNA_292,72.0,48.0,24.0
pegRNA_293,12.0,9.0,3.0
pegRNA_294,63.0,61.0,2.0
pegRNA_295,69.0,59.0,10.0
pegRNA_296,264.0,211.0,53.0
pegRNA_297,141.0,114.0,27.0
pegRNA_298,195.0,131.0,64.0
pegRNA_299,1618.0,1521.0,97.0
pegRNA_300,2579.0,2473.0,106.0
pegRNA_301,1916.0,1819.0,97.0
pegRNA_302,2642.0,2547.0,95.0
pegRNA_303,1919.0,1821.0,98.0
pegRNA_304,3181.0,3075.0,106.0
pegRNA_305,3247.0,3076.0,171.0
pegRNA_306,3173.0,2973.0,200.0
pegRNA_307,2654.0,2533.0,121.0
pegRNA_308,2746.0,2573.0,173.0
pegRNA_309,581.0,547.0,34.0
pegRNA_310,402.0,389.0,13.0
pegRNA_311,459.0,440.0,19.0
pegRNA_312,254.0,203.0,51.0
pegRNA_313,119.0,111.0,8.0
pegRNA_314,45.0,6.0,39.0
pegRNA_315,30.0,8.0,22.0
pegRNA_316,760.0,706.0,54.0
pegRNA_317,125.0,104.0,21.0
pegRNA_318,134.0,110.0,24.0
pegRNA_319,814.0,738.0,76.0
pegRNA_320,108.0,100.0,8.0
pegRNA_321,81.0,53.0,28.0
pegRNA_322,230.0,181.0,49.0
pegRNA_323,144.0,126.0,18.0
pegRNA_324,631.0,526.0,105.0
pegRNA_325,6.0,4.0,2.0
pegRNA_326,415.0,367.0,48.0
pegRNA_327,126.0,113.0,13.0
pegRNA_328,284.0,261.0,23.0
pegRNA_329,180.0,97.0,83.0
pegRNA_330,139.0,93.0,46.0
pegRNA_331,101.0,96.0,5.0
pegRNA_332,340.0,242.0,98.0
pegRNA_333,23.0,5.0,18.0
pegRNA_334,84.0,18.0,66.0
pegRNA_335,422.0,315.0,107.0
pegRNA_336,198.0,166.0,32.0
pegRNA_337,259.0,228.0,31.0
pegRNA_338,104.0,93.0,11.0
pegRNA_339,31.0,20.0,11.0
pegRNA_340,111.0,87.0,24.0
pegRNA_341,168.0,156.0,12.0
pegRNA_342,51.0,31.0,20.0
pegRNA_343,69.0,63.0,6.0
pegRNA_344,80.0,68.0,12.0
pegRNA_345,13.0,13.0,0.0
pegRNA_346,38.0,25.0,13.0
pegRNA_347,16.0,16.0,0.0
pegRNA_348,14.0,12.0,2.0
pegRNA_349,92.0,73.0,19.0
pegRNA_350,12.0,12.0,0.0
pegRNA_351,142.0,128.0,14.0
pegRNA_352,74.0,67.0,7.0
pegRNA_353,58.0,55.0,3.0
pegRNA_354,24.0,11.0,13.0
pegRNA_355,157.0,125.0,32.0
pegRNA_356,195.0,151.0,44.0
pegRNA_357,40.0,13.0,27.0
pegRNA_358,94.0,72.0,22.0
pegRNA_359,108.0,81.0,27.0
pegRNA_360,127.0,99.0,28.0
pegRNA_361,54.0,32.0,22.0
pegRNA_362,16.0,4.0,12.0
pegRNA_363,150.0,116.0,34.0
pegRNA_364,140.0,110.0,30.0
pegRNA_365,30.0,13.0,17.0
pegRNA_366,22.0,20.0,2.0
pegRNA_367,1.0,1.0,0.0
pegRNA_368,23.0,20.0,3.0
pegRNA_369,0.0,0.0,0.0
pegRNA_370,9.0,6.0,3.0
pegRNA_371,12.0,2.0,10.0
pegRNA_372,0.0,0.0,0.0
pegRNA_373,5.0,3.0,2.0
pegRNA_374,5.0,5.0,0.0
pegRNA_375,34.0,8.0,26.0
pegRNA_376,94.0,79.0,15.0
pegRNA_377,111.0,70.0,41.0
pegRNA_378,51.0,45.0,6.0
pegRNA_379,175.0,147.0,28.0
pegRNA_380,162.0,145.0,17.0
pegRNA_381,102.0,77.0,25.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,75.0,46.0,29.0
pegRNA_384,23.0,17.0,6.0
pegRNA_385,41.0,32.0,9.0
pegRNA_386,201.0,117.0,84.0
pegRNA_387,168.0,145.0,23.0
pegRNA_388,53.0,43.0,10.0
pegRNA_389,51.0,36.0,15.0
pegRNA_390,470.0,436.0,34.0
pegRNA_391,182.0,160.0,22.0
pegRNA_392,94.0,14.0,80.0
pegRNA_393,89.0,26.0,63.0
pegRNA_394,45.0,23.0,22.0
pegRNA_395,32.0,15.0,17.0
pegRNA_396,1883.0,1766.0,117.0
pegRNA_397,4014.0,3761.0,253.0
pegRNA_398,34.0,28.0,6.0
pegRNA_399,151.0,134.0,17.0
pegRNA_400,30.0,14.0,16.0
pegRNA_401,269.0,260.0,9.0
pegRNA_402,79.0,78.0,1.0
pegRNA_403,819.0,755.0,64.0
pegRNA_404,586.0,542.0,44.0
pegRNA_405,213.0,201.0,12.0
pegRNA_406,198.0,148.0,50.0
pegRNA_407,121.0,81.0,40.0
pegRNA_408,113.0,93.0,20.0
pegRNA_409,169.0,136.0,33.0
pegRNA_410,2110.0,1993.0,117.0
pegRNA_411,548.0,489.0,59.0
pegRNA_412,1404.0,1264.0,140.0
pegRNA_413,1716.0,1624.0,92.0
pegRNA_414,1230.0,1126.0,104.0
pegRNA_415,3233.0,3097.0,136.0
pegRNA_416,3146.0,3006.0,140.0
pegRNA_417,3329.0,3177.0,152.0
pegRNA_418,89.0,0.0,89.0
pegRNA_419,1813.0,1735.0,78.0
pegRNA_420,354.0,233.0,121.0
pegRNA_421,48.0,7.0,41.0
pegRNA_422,65.0,5.0,60.0
pegRNA_423,3136.0,2915.0,221.0
pegRNA_424,1432.0,1284.0,148.0
pegRNA_425,7330.0,6926.0,404.0
pegRNA_426,6152.0,5940.0,212.0
pegRNA_427,7081.0,6706.0,375.0
pegRNA_428,4595.0,4415.0,180.0
pegRNA_429,4541.0,4345.0,196.0
pegRNA_430,3298.0,3157.0,141.0
pegRNA_431,2473.0,2330.0,143.0
pegRNA_432,3591.0,3442.0,149.0
pegRNA_433,11.0,0.0,11.0
pegRNA_434,779.0,756.0,23.0
pegRNA_435,710.0,670.0,40.0
pegRNA_436,2395.0,2268.0,127.0
pegRNA_437,203.0,120.0,83.0
pegRNA_438,196.0,7.0,189.0
pegRNA_439,0.0,0.0,0.0
pegRNA_440,3682.0,3513.0,169.0
pegRNA_441,4066.0,3878.0,188.0
pegRNA_442,3969.0,3764.0,205.0
pegRNA_443,49.0,8.0,41.0
pegRNA_444,2097.0,2024.0,73.0
pegRNA_445,2376.0,2290.0,86.0
pegRNA_446,6900.0,6627.0,273.0
pegRNA_447,5974.0,5741.0,233.0
pegRNA_448,6796.0,6524.0,272.0
pegRNA_449,6124.0,5871.0,253.0
pegRNA_450,1562.0,1481.0,81.0
pegRNA_451,593.0,529.0,64.0
pegRNA_452,611.0,547.0,64.0
pegRNA_453,4438.0,4172.0,266.0
pegRNA_454,4563.0,4374.0,189.0
pegRNA_455,2923.0,2811.0,112.0
pegRNA_456,2388.0,2226.0,162.0
pegRNA_457,1828.0,1720.0,108.0
pegRNA_458,2833.0,2713.0,120.0
pegRNA_459,1172.0,1065.0,107.0
pegRNA_460,2309.0,2185.0,124.0
pegRNA_461,715.0,681.0,34.0
pegRNA_462,1.0,0.0,1.0
pegRNA_463,610.0,564.0,46.0
pegRNA_464,1452.0,1358.0,94.0
pegRNA_465,1074.0,1012.0,62.0
pegRNA_466,1578.0,1446.0,132.0
pegRNA_467,1210.0,1136.0,74.0
pegRNA_468,609.0,578.0,31.0
pegRNA_469,2155.0,2080.0,75.0
pegRNA_470,1501.0,1384.0,117.0
pegRNA_471,1472.0,1412.0,60.0
pegRNA_472,2527.0,2389.0,138.0
pegRNA_473,1694.0,1582.0,112.0
pegRNA_474,1556.0,1456.0,100.0
pegRNA_475,1188.0,1110.0,78.0
pegRNA_476,845.0,772.0,73.0
pegRNA_477,3070.0,2932.0,138.0
pegRNA_478,1752.0,1635.0,117.0
pegRNA_479,2163.0,2080.0,83.0
pegRNA_480,2267.0,2149.0,118.0
pegRNA_481,2305.0,2153.0,152.0
pegRNA_482,2635.0,2556.0,79.0
pegRNA_483,2281.0,2144.0,137.0
pegRNA_484,1906.0,1815.0,91.0
pegRNA_485,979.0,931.0,48.0
pegRNA_486,2188.0,2061.0,127.0
pegRNA_487,1377.0,1295.0,82.0
pegRNA_488,2779.0,2642.0,137.0
pegRNA_489,2761.0,2670.0,91.0
pegRNA_490,3236.0,3093.0,143.0
pegRNA_491,1786.0,1703.0,83.0
pegRNA_492,1353.0,1304.0,49.0
pegRNA_493,1918.0,1828.0,90.0
pegRNA_494,1981.0,1916.0,65.0
pegRNA_495,2709.0,2559.0,150.0
pegRNA_496,1557.0,1479.0,78.0
pegRNA_497,1207.0,1137.0,70.0
pegRNA_498,2672.0,2554.0,118.0
pegRNA_499,2090.0,1972.0,118.0
pegRNA_500,1502.0,1417.0,85.0
