pegRNA_id,total,extracted,recombined
pegRNA_92,125.0,86.0,39.0
pegRNA_93,108.0,62.0,46.0
pegRNA_94,44.0,38.0,6.0
pegRNA_95,20.0,0.0,20.0
pegRNA_96,92.0,46.0,46.0
pegRNA_97,21.0,12.0,9.0
pegRNA_98,21.0,3.0,18.0
pegRNA_99,140.0,113.0,27.0
pegRNA_100,46.0,14.0,32.0
pegRNA_101,190.0,178.0,12.0
pegRNA_102,119.0,89.0,30.0
pegRNA_103,203.0,180.0,23.0
pegRNA_104,59.0,54.0,5.0
pegRNA_105,64.0,55.0,9.0
pegRNA_106,39.0,38.0,1.0
pegRNA_107,127.0,107.0,20.0
pegRNA_108,7.0,5.0,2.0
pegRNA_109,154.0,119.0,35.0
pegRNA_110,56.0,51.0,5.0
pegRNA_111,82.0,74.0,8.0
pegRNA_112,101.0,91.0,10.0
pegRNA_113,187.0,175.0,12.0
pegRNA_114,699.0,611.0,88.0
pegRNA_115,11.0,2.0,9.0
pegRNA_116,94.0,78.0,16.0
pegRNA_117,40.0,35.0,5.0
pegRNA_118,13.0,12.0,1.0
pegRNA_119,75.0,54.0,21.0
pegRNA_120,127.0,115.0,12.0
pegRNA_121,78.0,47.0,31.0
pegRNA_122,1190.0,1117.0,73.0
pegRNA_123,118.0,96.0,22.0
pegRNA_124,1296.0,1217.0,79.0
pegRNA_125,519.0,456.0,63.0
pegRNA_126,329.0,289.0,40.0
pegRNA_127,181.0,154.0,27.0
pegRNA_128,117.0,30.0,87.0
pegRNA_129,131.0,105.0,26.0
pegRNA_130,13.0,9.0,4.0
pegRNA_131,209.0,188.0,21.0
pegRNA_132,250.0,215.0,35.0
pegRNA_133,344.0,294.0,50.0
pegRNA_134,160.0,143.0,17.0
pegRNA_135,176.0,116.0,60.0
pegRNA_136,37.0,1.0,36.0
pegRNA_137,11.0,9.0,2.0
pegRNA_138,7.0,2.0,5.0
pegRNA_139,10.0,0.0,10.0
pegRNA_140,14.0,6.0,8.0
pegRNA_141,39.0,31.0,8.0
pegRNA_142,15.0,7.0,8.0
pegRNA_143,177.0,158.0,19.0
pegRNA_144,11.0,8.0,3.0
pegRNA_145,46.0,33.0,13.0
pegRNA_146,1374.0,1297.0,77.0
pegRNA_147,4830.0,4558.0,272.0
pegRNA_148,5.0,5.0,0.0
pegRNA_149,3056.0,2842.0,214.0
pegRNA_150,3937.0,3684.0,253.0
pegRNA_151,2.0,2.0,0.0
pegRNA_152,71.0,4.0,67.0
pegRNA_153,12.0,1.0,11.0
pegRNA_154,39.0,39.0,0.0
pegRNA_155,21.0,10.0,11.0
pegRNA_156,957.0,748.0,209.0
pegRNA_157,1169.0,1004.0,165.0
pegRNA_158,995.0,829.0,166.0
pegRNA_159,263.0,213.0,50.0
pegRNA_160,1.0,1.0,0.0
pegRNA_161,66.0,17.0,49.0
pegRNA_162,122.0,33.0,89.0
pegRNA_163,61.0,31.0,30.0
pegRNA_164,16.0,4.0,12.0
pegRNA_165,16.0,1.0,15.0
pegRNA_166,316.0,287.0,29.0
pegRNA_167,197.0,128.0,69.0
pegRNA_168,20.0,18.0,2.0
pegRNA_169,29.0,9.0,20.0
pegRNA_170,78.0,62.0,16.0
pegRNA_171,78.0,74.0,4.0
pegRNA_172,297.0,248.0,49.0
pegRNA_173,55.0,46.0,9.0
pegRNA_174,4.0,4.0,0.0
pegRNA_175,473.0,338.0,135.0
pegRNA_176,30.0,13.0,17.0
pegRNA_177,85.0,43.0,42.0
pegRNA_178,0.0,0.0,0.0
pegRNA_179,19.0,9.0,10.0
pegRNA_180,14.0,4.0,10.0
pegRNA_181,53.0,46.0,7.0
pegRNA_182,101.0,80.0,21.0
pegRNA_183,71.0,63.0,8.0
pegRNA_184,71.0,65.0,6.0
pegRNA_185,361.0,264.0,97.0
pegRNA_186,75.0,55.0,20.0
pegRNA_187,119.0,81.0,38.0
pegRNA_188,63.0,17.0,46.0
pegRNA_189,31.0,22.0,9.0
pegRNA_190,78.0,72.0,6.0
pegRNA_191,11.0,9.0,2.0
pegRNA_192,20.0,16.0,4.0
pegRNA_193,54.0,46.0,8.0
pegRNA_194,32.0,27.0,5.0
pegRNA_195,326.0,272.0,54.0
pegRNA_196,25.0,22.0,3.0
pegRNA_197,17.0,3.0,14.0
pegRNA_198,2.0,1.0,1.0
pegRNA_199,30.0,13.0,17.0
pegRNA_200,7.0,1.0,6.0
pegRNA_201,135.0,117.0,18.0
pegRNA_202,63.0,58.0,5.0
pegRNA_203,129.0,99.0,30.0
pegRNA_204,55.0,42.0,13.0
pegRNA_205,109.0,73.0,36.0
pegRNA_206,67.0,44.0,23.0
pegRNA_207,40.0,21.0,19.0
pegRNA_208,37.0,30.0,7.0
pegRNA_209,0.0,0.0,0.0
pegRNA_210,62.0,55.0,7.0
pegRNA_211,65.0,61.0,4.0
pegRNA_212,42.0,33.0,9.0
pegRNA_213,99.0,77.0,22.0
pegRNA_214,1064.0,951.0,113.0
pegRNA_215,468.0,404.0,64.0
pegRNA_216,278.0,213.0,65.0
pegRNA_217,327.0,253.0,74.0
pegRNA_218,59.0,15.0,44.0
pegRNA_219,165.0,144.0,21.0
pegRNA_220,135.0,107.0,28.0
pegRNA_221,96.0,16.0,80.0
pegRNA_222,44.0,37.0,7.0
pegRNA_223,45.0,35.0,10.0
pegRNA_224,198.0,180.0,18.0
pegRNA_225,51.0,15.0,36.0
pegRNA_226,70.0,65.0,5.0
pegRNA_227,184.0,173.0,11.0
pegRNA_228,198.0,185.0,13.0
pegRNA_229,646.0,527.0,119.0
pegRNA_230,8.0,6.0,2.0
pegRNA_231,523.0,491.0,32.0
pegRNA_232,17.0,2.0,15.0
pegRNA_233,8.0,6.0,2.0
pegRNA_234,10.0,10.0,0.0
pegRNA_235,62.0,50.0,12.0
pegRNA_236,249.0,162.0,87.0
pegRNA_237,15.0,7.0,8.0
pegRNA_238,281.0,229.0,52.0
pegRNA_239,759.0,655.0,104.0
pegRNA_240,313.0,195.0,118.0
pegRNA_241,61.0,48.0,13.0
pegRNA_242,46.0,37.0,9.0
pegRNA_243,450.0,397.0,53.0
pegRNA_244,168.0,141.0,27.0
pegRNA_245,45.0,22.0,23.0
pegRNA_246,106.0,98.0,8.0
pegRNA_247,299.0,276.0,23.0
pegRNA_248,257.0,227.0,30.0
pegRNA_249,1743.0,1596.0,147.0
pegRNA_250,100.0,84.0,16.0
pegRNA_251,43.0,39.0,4.0
pegRNA_252,64.0,45.0,19.0
pegRNA_253,45.0,39.0,6.0
pegRNA_254,34.0,30.0,4.0
pegRNA_255,0.0,0.0,0.0
pegRNA_256,151.0,85.0,66.0
pegRNA_257,76.0,61.0,15.0
pegRNA_258,56.0,37.0,19.0
pegRNA_259,218.0,205.0,13.0
pegRNA_260,30.0,26.0,4.0
pegRNA_261,250.0,183.0,67.0
pegRNA_262,172.0,162.0,10.0
pegRNA_263,93.0,86.0,7.0
pegRNA_264,49.0,36.0,13.0
pegRNA_265,81.0,47.0,34.0
pegRNA_266,25.0,21.0,4.0
pegRNA_267,50.0,30.0,20.0
pegRNA_268,87.0,55.0,32.0
pegRNA_269,421.0,263.0,158.0
pegRNA_270,529.0,359.0,170.0
pegRNA_271,304.0,193.0,111.0
pegRNA_272,451.0,296.0,155.0
pegRNA_273,141.0,97.0,44.0
pegRNA_274,330.0,288.0,42.0
pegRNA_275,547.0,483.0,64.0
pegRNA_276,151.0,132.0,19.0
pegRNA_277,23.0,16.0,7.0
pegRNA_278,362.0,312.0,50.0
pegRNA_279,17.0,7.0,10.0
pegRNA_280,13.0,9.0,4.0
pegRNA_281,22.0,10.0,12.0
pegRNA_282,1.0,1.0,0.0
pegRNA_283,18.0,16.0,2.0
pegRNA_284,168.0,136.0,32.0
pegRNA_285,47.0,41.0,6.0
pegRNA_286,39.0,36.0,3.0
pegRNA_287,100.0,89.0,11.0
pegRNA_288,117.0,78.0,39.0
pegRNA_289,20.0,19.0,1.0
pegRNA_290,59.0,29.0,30.0
pegRNA_291,78.0,36.0,42.0
pegRNA_292,42.0,30.0,12.0
pegRNA_293,6.0,6.0,0.0
pegRNA_294,32.0,31.0,1.0
pegRNA_295,59.0,53.0,6.0
pegRNA_296,174.0,146.0,28.0
pegRNA_297,128.0,75.0,53.0
pegRNA_298,117.0,80.0,37.0
pegRNA_299,1192.0,1111.0,81.0
pegRNA_300,2121.0,2024.0,97.0
pegRNA_301,1750.0,1682.0,68.0
pegRNA_302,2011.0,1905.0,106.0
pegRNA_303,1575.0,1490.0,85.0
pegRNA_304,2400.0,2331.0,69.0
pegRNA_305,2871.0,2764.0,107.0
pegRNA_306,2609.0,2501.0,108.0
pegRNA_307,2568.0,2417.0,151.0
pegRNA_308,1772.0,1675.0,97.0
pegRNA_309,651.0,617.0,34.0
pegRNA_310,368.0,337.0,31.0
pegRNA_311,429.0,405.0,24.0
pegRNA_312,177.0,172.0,5.0
pegRNA_313,83.0,78.0,5.0
pegRNA_314,45.0,10.0,35.0
pegRNA_315,67.0,11.0,56.0
pegRNA_316,803.0,750.0,53.0
pegRNA_317,99.0,74.0,25.0
pegRNA_318,113.0,80.0,33.0
pegRNA_319,946.0,861.0,85.0
pegRNA_320,108.0,83.0,25.0
pegRNA_321,51.0,48.0,3.0
pegRNA_322,162.0,135.0,27.0
pegRNA_323,134.0,114.0,20.0
pegRNA_324,805.0,614.0,191.0
pegRNA_325,4.0,4.0,0.0
pegRNA_326,376.0,310.0,66.0
pegRNA_327,79.0,67.0,12.0
pegRNA_328,211.0,185.0,26.0
pegRNA_329,58.0,25.0,33.0
pegRNA_330,119.0,81.0,38.0
pegRNA_331,76.0,66.0,10.0
pegRNA_332,182.0,93.0,89.0
pegRNA_333,35.0,9.0,26.0
pegRNA_334,74.0,17.0,57.0
pegRNA_335,311.0,226.0,85.0
pegRNA_336,130.0,102.0,28.0
pegRNA_337,232.0,177.0,55.0
pegRNA_338,62.0,43.0,19.0
pegRNA_339,23.0,17.0,6.0
pegRNA_340,78.0,56.0,22.0
pegRNA_341,104.0,92.0,12.0
pegRNA_342,43.0,11.0,32.0
pegRNA_343,39.0,29.0,10.0
pegRNA_344,61.0,52.0,9.0
pegRNA_345,10.0,8.0,2.0
pegRNA_346,40.0,32.0,8.0
pegRNA_347,10.0,8.0,2.0
pegRNA_348,30.0,9.0,21.0
pegRNA_349,80.0,62.0,18.0
pegRNA_350,9.0,7.0,2.0
pegRNA_351,100.0,86.0,14.0
pegRNA_352,71.0,53.0,18.0
pegRNA_353,50.0,40.0,10.0
pegRNA_354,21.0,11.0,10.0
pegRNA_355,109.0,87.0,22.0
pegRNA_356,130.0,101.0,29.0
pegRNA_357,47.0,14.0,33.0
pegRNA_358,123.0,68.0,55.0
pegRNA_359,105.0,68.0,37.0
pegRNA_360,112.0,84.0,28.0
pegRNA_361,48.0,27.0,21.0
pegRNA_362,34.0,16.0,18.0
pegRNA_363,165.0,106.0,59.0
pegRNA_364,134.0,99.0,35.0
pegRNA_365,32.0,18.0,14.0
pegRNA_366,20.0,19.0,1.0
pegRNA_367,3.0,2.0,1.0
pegRNA_368,18.0,17.0,1.0
pegRNA_369,1.0,0.0,1.0
pegRNA_370,3.0,3.0,0.0
pegRNA_371,5.0,2.0,3.0
pegRNA_372,7.0,3.0,4.0
pegRNA_373,17.0,8.0,9.0
pegRNA_374,3.0,3.0,0.0
pegRNA_375,41.0,9.0,32.0
pegRNA_376,123.0,89.0,34.0
pegRNA_377,57.0,46.0,11.0
pegRNA_378,40.0,28.0,12.0
pegRNA_379,111.0,86.0,25.0
pegRNA_380,177.0,141.0,36.0
pegRNA_381,67.0,47.0,20.0
pegRNA_382,0.0,0.0,0.0
pegRNA_383,67.0,38.0,29.0
pegRNA_384,16.0,7.0,9.0
pegRNA_385,60.0,17.0,43.0
pegRNA_386,141.0,97.0,44.0
pegRNA_387,181.0,132.0,49.0
pegRNA_388,28.0,16.0,12.0
pegRNA_389,30.0,17.0,13.0
pegRNA_390,435.0,386.0,49.0
pegRNA_391,125.0,114.0,11.0
pegRNA_392,90.0,19.0,71.0
pegRNA_393,74.0,19.0,55.0
pegRNA_394,58.0,14.0,44.0
pegRNA_395,10.0,10.0,0.0
pegRNA_396,1608.0,1535.0,73.0
pegRNA_397,4575.0,4376.0,199.0
pegRNA_398,26.0,21.0,5.0
pegRNA_399,145.0,90.0,55.0
pegRNA_400,31.0,13.0,18.0
pegRNA_401,270.0,241.0,29.0
pegRNA_402,62.0,52.0,10.0
pegRNA_403,1013.0,893.0,120.0
pegRNA_404,578.0,544.0,34.0
pegRNA_405,146.0,129.0,17.0
pegRNA_406,167.0,143.0,24.0
pegRNA_407,112.0,54.0,58.0
pegRNA_408,116.0,86.0,30.0
pegRNA_409,138.0,107.0,31.0
pegRNA_410,2442.0,2282.0,160.0
pegRNA_411,608.0,509.0,99.0
pegRNA_412,1364.0,1261.0,103.0
pegRNA_413,2471.0,2306.0,165.0
pegRNA_414,1625.0,1507.0,118.0
pegRNA_415,3313.0,3097.0,216.0
pegRNA_416,3275.0,3111.0,164.0
pegRNA_417,3400.0,3261.0,139.0
pegRNA_418,171.0,8.0,163.0
pegRNA_419,703.0,626.0,77.0
pegRNA_420,321.0,211.0,110.0
pegRNA_421,39.0,1.0,38.0
pegRNA_422,60.0,5.0,55.0
pegRNA_423,3864.0,3666.0,198.0
pegRNA_424,463.0,318.0,145.0
pegRNA_425,8927.0,8553.0,374.0
pegRNA_426,7642.0,7264.0,378.0
pegRNA_427,7884.0,7501.0,383.0
pegRNA_428,5446.0,5231.0,215.0
pegRNA_429,5155.0,4936.0,219.0
pegRNA_430,3244.0,3097.0,147.0
pegRNA_431,2922.0,2734.0,188.0
pegRNA_432,3862.0,3692.0,170.0
pegRNA_433,10.0,1.0,9.0
pegRNA_434,552.0,513.0,39.0
pegRNA_435,323.0,298.0,25.0
pegRNA_436,3134.0,2972.0,162.0
pegRNA_437,179.0,91.0,88.0
pegRNA_438,226.0,8.0,218.0
pegRNA_439,12.0,0.0,12.0
pegRNA_440,4365.0,4162.0,203.0
pegRNA_441,4551.0,4289.0,262.0
pegRNA_442,5020.0,4755.0,265.0
pegRNA_443,66.0,9.0,57.0
pegRNA_444,2814.0,2713.0,101.0
pegRNA_445,2745.0,2635.0,110.0
pegRNA_446,9103.0,8707.0,396.0
pegRNA_447,6849.0,6583.0,266.0
pegRNA_448,8809.0,8403.0,406.0
pegRNA_449,7754.0,7371.0,383.0
pegRNA_450,1832.0,1725.0,107.0
pegRNA_451,473.0,404.0,69.0
pegRNA_452,459.0,406.0,53.0
pegRNA_453,4672.0,4411.0,261.0
pegRNA_454,5442.0,5212.0,230.0
pegRNA_455,3420.0,3232.0,188.0
pegRNA_456,2466.0,2313.0,153.0
pegRNA_457,2143.0,2030.0,113.0
pegRNA_458,3340.0,3165.0,175.0
pegRNA_459,1478.0,1305.0,173.0
pegRNA_460,3274.0,3106.0,168.0
pegRNA_461,856.0,767.0,89.0
pegRNA_462,0.0,0.0,0.0
pegRNA_463,586.0,547.0,39.0
pegRNA_464,1649.0,1578.0,71.0
pegRNA_465,1242.0,1183.0,59.0
pegRNA_466,1869.0,1736.0,133.0
pegRNA_467,1916.0,1814.0,102.0
pegRNA_468,687.0,630.0,57.0
pegRNA_469,2984.0,2876.0,108.0
pegRNA_470,1636.0,1535.0,101.0
pegRNA_471,1845.0,1752.0,93.0
pegRNA_472,2844.0,2716.0,128.0
pegRNA_473,2121.0,1959.0,162.0
pegRNA_474,2041.0,1937.0,104.0
pegRNA_475,1654.0,1506.0,148.0
pegRNA_476,1047.0,978.0,69.0
pegRNA_477,3578.0,3403.0,175.0
pegRNA_478,2336.0,2200.0,136.0
pegRNA_479,2936.0,2745.0,191.0
pegRNA_480,3376.0,3207.0,169.0
pegRNA_481,3185.0,2995.0,190.0
pegRNA_482,3880.0,3694.0,186.0
pegRNA_483,3502.0,3345.0,157.0
pegRNA_484,2322.0,2184.0,138.0
pegRNA_485,1190.0,1116.0,74.0
pegRNA_486,2386.0,2265.0,121.0
pegRNA_487,1904.0,1796.0,108.0
pegRNA_488,4132.0,3927.0,205.0
pegRNA_489,3690.0,3492.0,198.0
pegRNA_490,5013.0,4798.0,215.0
pegRNA_491,2444.0,2340.0,104.0
pegRNA_492,1823.0,1668.0,155.0
pegRNA_493,1976.0,1884.0,92.0
pegRNA_494,2462.0,2338.0,124.0
pegRNA_495,3720.0,3589.0,131.0
pegRNA_496,2230.0,2091.0,139.0
pegRNA_497,1585.0,1502.0,83.0
pegRNA_498,3570.0,3389.0,181.0
pegRNA_499,2875.0,2735.0,140.0
pegRNA_500,1725.0,1613.0,112.0
